Date,AVGO
2010-10-21,1.5491915941238403
2010-10-22,1.58659827709198
2010-10-25,1.6134179830551147
2010-10-26,1.6529412269592283
2010-10-27,1.6727031469345093
2010-10-28,1.6536471843719482
2010-10-29,1.7418699264526367
2010-11-01,1.681878924369812
2010-11-02,1.6995235681533811
2010-11-03,1.7418699264526367
2010-11-04,1.7849228382110596
2010-11-05,1.7905688285827637
2010-11-08,1.782099962234497
2010-11-09,1.7524571418762207
2010-11-10,1.7369292974472046
2010-11-11,1.7538682222366333
2010-11-12,1.815271258354187
2010-11-15,1.776452898979187
2010-11-16,1.7573972940444946
2010-11-17,1.7362231016159058
2010-11-18,1.769396424293518
2010-11-19,1.78351092338562
2010-11-22,1.835739493370056
2010-11-23,1.8336217403411863
2010-11-24,1.8562065362930296
2010-11-26,1.9063172340393064
2010-11-29,1.8999649286270144
2010-11-30,1.8427966833114624
2010-12-01,1.8957303762435913
2010-12-02,2.005126953125
2010-12-03,1.873851656913757
2010-12-06,1.895025372505188
2010-12-07,1.7545745372772217
2010-12-08,1.7926862239837646
2010-12-09,1.8639707565307615
2010-12-10,1.8632644414901731
2010-12-13,1.8809558153152464
2010-12-14,1.8604334592819216
2010-12-15,1.868217945098877
2010-12-16,1.9559680223464968
2010-12-17,1.9934735298156736
2010-12-20,1.9679980278015137
2010-12-21,1.9729520082473757
2010-12-22,1.9913502931594849
2010-12-23,1.9906429052352903
2010-12-27,2.0352261066436768
2010-12-28,2.0026729106903076
2010-12-29,2.026026725769043
2010-12-30,2.043717384338379
2010-12-31,2.010457754135132
2011-01-03,1.967290282249451
2011-01-04,1.981444239616394
2011-01-05,1.9807353019714355
2011-01-06,2.0182416439056396
2011-01-07,2.0012574195861816
2011-01-10,2.045133352279663
2011-01-11,2.069192886352539
2011-01-12,1.9934735298156736
2011-01-13,2.006211757659912
2011-01-14,2.0529165267944336
2011-01-18,1.9637517929077148
2011-01-19,1.964459776878357
2011-01-20,1.960213303565979
2011-01-21,1.9651670455932615
2011-01-24,1.987812042236328
2011-01-25,1.982858657836914
2011-01-26,1.9991358518600464
2011-01-27,2.067777395248413
2011-01-28,1.9849824905395508
2011-01-31,2.0316874980926514
2011-02-01,2.0571627616882324
2011-02-02,2.0380561351776123
2011-02-03,2.081223249435425
2011-02-04,2.2078936100006104
2011-02-07,2.178880214691162
2011-02-08,2.2581381797790527
2011-02-09,2.3189966678619385
2011-02-10,2.2984743118286133
2011-02-11,2.355794668197632
2011-02-14,2.408869743347168
2011-02-15,2.38551664352417
2011-02-16,2.432929754257202
2011-02-17,2.379854917526245
2011-02-18,2.395423412322998
2011-02-22,2.3069653511047363
2011-02-23,2.217801570892334
2011-02-24,2.40462327003479
2011-02-25,2.431514263153076
2011-02-28,2.4053311347961426
2011-03-01,2.269460439682007
2011-03-02,2.2970592975616455
2011-03-03,2.3352720737457275
2011-03-04,2.320411920547486
2011-03-07,2.263091564178467
2011-03-08,2.292104959487915
2011-03-09,2.193741798400879
2011-03-10,2.194448709487915
2011-03-11,2.210017681121826
2011-03-14,2.193741798400879
2011-03-15,2.1986947059631348
2011-03-16,2.097238540649414
2011-03-17,2.080209970474243
2011-03-18,2.151158571243286
2011-03-21,2.1986944675445557
2011-03-22,2.1788291931152344
2011-03-23,2.200113296508789
2011-03-24,2.2043704986572266
2011-03-25,2.1887614727020264
2011-03-28,2.1986944675445557
2011-03-29,2.1972756385803223
2011-03-30,2.234169006347656
2011-03-31,2.206498146057129
2011-04-01,2.236297607421875
2011-04-04,2.1710243225097656
2011-04-05,2.2469396591186523
2011-04-06,2.3249831199645996
2011-04-07,2.303697109222412
2011-04-08,2.31079363822937
2011-04-11,2.2866711616516113
2011-04-12,2.2256550788879395
2011-04-13,2.2561631202697754
2011-04-14,2.2043704986572266
2011-04-15,2.251906394958496
2011-04-18,2.2419729232788086
2011-04-19,2.2540347576141357
2011-04-20,2.3100826740264893
2011-04-21,2.3129212856292725
2011-04-25,2.2873799800872803
2011-04-26,2.2951853275299072
2011-04-27,2.368971586227417
2011-04-28,2.3334970474243164
2011-04-29,2.3739373683929443
2011-05-02,2.351942300796509
2011-05-03,2.28170394897461
2011-05-04,2.3086647987365723
2011-05-05,2.3583288192749023
2011-05-06,2.47681188583374
2011-05-09,2.5158350467681885
2011-05-10,2.540666341781616
2011-05-11,2.5449233055114746
2011-05-12,2.487455129623413
2011-05-13,2.4753940105438232
2011-05-16,2.430696964263916
2011-05-17,2.431405544281006
2011-05-18,2.456947326660156
2011-05-19,2.469717264175415
2011-05-20,2.4399189949035645
2011-05-23,2.272481679916382
2011-05-24,2.2497777938842773
2011-05-25,2.447723150253296
2011-05-26,2.4626224040985107
2011-05-27,2.483907461166382
2011-05-31,2.3973500728607178
2011-06-01,2.3959317207336426
2011-06-02,2.378194570541382
2011-06-03,2.4044454097747803
2011-06-06,2.364713430404663
2011-06-07,2.415796995162964
2011-06-08,2.370389699935913
2011-06-09,2.4285671710968018
2011-06-10,2.3959317207336426
2011-06-13,2.3746471405029297
2011-06-14,2.427858829498291
2011-06-15,2.3873114585876465
2011-06-16,2.3737952709198
2011-06-17,2.311906576156616
2011-06-20,2.3296914100646973
2011-06-21,2.4235904216766357
2011-06-22,2.560883045196533
2011-06-23,2.548077344894409
2011-06-24,2.5267367362976074
2011-06-27,2.5217576026916504
2011-06-28,2.6284594535827637
2011-06-29,2.682523012161255
2011-06-30,2.703153371810913
2011-07-01,2.7501022815704346
2011-07-05,2.7714426517486572
2011-07-06,2.779979944229126
2011-07-07,2.7501022815704346
2011-07-08,2.700308322906494
2011-07-11,2.6597611904144287
2011-07-12,2.5189120769500732
2011-07-13,2.516777515411377
2011-07-14,2.5025503635406494
2011-07-15,2.5260252952575684
2011-07-18,2.48974609375
2011-07-19,2.575108289718628
2011-07-20,2.565861940383911
2011-07-21,2.6149446964263916
2011-07-22,2.636996269226074
2011-07-25,2.567284107208252
2011-07-26,2.607830286026001
2011-07-27,2.3922910690307617
2011-07-28,2.464137554168701
2011-07-29,2.3922910690307617
2011-08-01,2.3617019653320312
2011-08-02,2.279895305633545
2011-08-03,2.331825256347656
2011-08-04,2.198089838027954
2011-08-05,2.087118148803711
2011-08-08,1.9341782331466677
2011-08-09,2.107748031616211
2011-08-10,2.080716848373413
2011-08-11,2.1845743656158447
2011-08-12,2.208049774169922
2011-08-15,2.2485969066619873
2011-08-16,2.203070163726806
2011-08-17,2.183863401412964
2011-08-18,2.0351901054382324
2011-08-19,2.012427806854248
2011-08-22,1.9661883115768433
2011-08-23,2.0814273357391357
2011-08-24,2.2955455780029297
2011-08-25,2.1966679096221924
2011-08-26,2.2421939373016357
2011-08-29,2.3368048667907715
2011-08-30,2.356722831726074
2011-08-31,2.355299472808838
2011-09-01,2.2450404167175293
2011-09-02,2.2144508361816406
2011-09-06,2.237926483154297
2011-09-07,2.32613468170166
2011-09-08,2.3538780212402344
2011-09-09,2.297680377960205
2011-09-12,2.38517689704895
2011-09-13,2.4413743019104004
2011-09-14,2.600717067718506
2011-09-15,2.6214096546173096
2011-09-16,2.603572130203247
2011-09-19,2.6649329662323
2011-09-20,2.5914416313171387
2011-09-21,2.567183256149292
2011-09-22,2.424482583999634
2011-09-23,2.48298978805542
2011-09-26,2.4330437183380127
2011-09-27,2.460871458053589
2011-09-28,2.3552730083465576
2011-09-29,2.3666887283325195
2011-09-30,2.3381481170654297
2011-10-03,2.275359630584717
2011-10-04,2.3074681758880615
2011-10-05,2.326733112335205
2011-10-06,2.35099196434021
2011-10-07,2.345997095108032
2011-10-10,2.401650905609131
2011-10-11,2.3781049251556396
2011-10-12,2.400937795639038
2011-10-13,2.4301905632019043
2011-10-14,2.547204971313477
2011-10-17,2.5015413761138916
2011-10-18,2.5571939945220947
2011-10-19,2.470860242843628
2011-10-20,2.424482583999634
2011-10-21,2.4144928455352783
2011-10-24,2.5222327709198
2011-10-25,2.4573042392730713
2011-10-26,2.409498929977417
2011-10-27,2.408785581588745
2011-10-28,2.396656036376953
2011-10-31,2.409498929977417
2011-11-01,2.3545591831207275
2011-11-02,2.326019048690796
2011-11-03,2.449455499649048
2011-11-04,2.4530229568481445
2011-11-07,2.467292308807373
2011-11-08,2.477996587753296
2011-11-09,2.370969533920288
2011-11-10,2.362407684326172
2011-11-11,2.446601390838623
2011-11-14,2.360980749130249
2011-11-15,2.353845596313477
2011-11-16,2.290343761444092
2011-11-17,2.226128578186035
2011-11-18,2.1305198669433594
2011-11-21,2.1012659072875977
2011-11-22,2.09841251373291
2011-11-23,2.0670175552368164
2011-11-25,2.0292012691497803
2011-11-28,2.039191484451294
2011-11-29,2.059882402420044
2011-11-30,2.13479995727539
2011-12-01,2.1340861320495605
2011-12-02,2.2232751846313477
2011-12-05,2.214712142944336
2011-12-06,2.1983025074005127
2011-12-07,2.2275562286376953
2011-12-08,2.1890268325805664
2011-12-09,2.184032201766968
2011-12-12,2.1019797325134277
2011-12-13,2.0862817764282227
2011-12-14,2.048466682434082
2011-12-15,2.052048444747925
2011-12-16,2.0635130405426025
2011-12-19,1.973950743675232
2011-12-20,2.065661907196045
2011-12-21,1.9997444152832031
2011-12-22,2.0792760848999023
2011-12-23,2.105785846710205
2011-12-27,2.1022045612335205
2011-12-28,2.0592141151428223
2011-12-29,2.0864410400390625
2011-12-30,2.067812204360962
2012-01-03,2.0742602348327637
2012-01-04,2.038435697555542
2012-01-05,2.0413005352020264
2012-01-06,2.028404712677002
2012-01-09,2.1652557849884033
2012-01-10,2.1960647106170654
2012-01-11,2.2354726791381836
2012-01-12,2.269864559173584
2012-01-13,2.261983633041382
2012-01-17,2.267714500427246
2012-01-18,2.431793212890625
2012-01-19,2.408865451812744
2012-01-20,2.422477960586548
2012-01-23,2.4117302894592285
2012-01-24,2.4267773628234863
2012-01-25,2.432509183883667
2012-01-26,2.4418234825134277
2012-01-27,2.4346585273742676
2012-01-30,2.416746139526367
2012-01-31,2.431793212890625
2012-02-01,2.4805147647857666
2012-02-02,2.507742166519165
2012-02-03,2.5170562267303467
2012-02-06,2.4575865268707275
2012-02-07,2.477649211883545
2012-02-08,2.499143600463867
2012-02-09,2.5170562267303467
2012-02-10,2.4712002277374268
2012-02-13,2.4941279888153076
2012-02-14,2.472632884979248
2012-02-15,2.506308317184448
2012-02-16,2.5693607330322266
2012-02-17,2.5249369144439697
2012-02-21,2.541416645050049
2012-02-22,2.572226047515869
2012-02-23,2.6646547317504883
2012-02-24,2.6023190021514893
2012-02-27,2.6496074199676514
2012-02-28,2.6517574787139893
2012-02-29,2.694746732711792
2012-03-01,2.673969030380249
2012-03-02,2.622380495071411
2012-03-05,2.5399835109710693
2012-03-06,2.5299530029296875
2012-03-07,2.5614795684814453
2012-03-08,2.6094841957092285
2012-03-09,2.6345605850219727
2012-03-12,2.622380495071411
2012-03-13,2.6961801052093506
2012-03-14,2.6589229106903076
2012-03-15,2.71500563621521
2012-03-16,2.725072145462036
2012-03-19,2.7365763187408447
2012-03-20,2.7344183921813965
2012-03-21,2.7581470012664795
2012-03-22,2.7286667823791504
2012-03-23,2.739452123641968
2012-03-26,2.7926599979400635
2012-03-27,2.7883460521698
2012-03-28,2.7301058769226074
2012-03-29,2.75670862197876
2012-03-30,2.802006959915161
2012-04-02,2.781874656677246
2012-04-03,2.7588648796081543
2012-04-04,2.6898391246795654
2012-04-05,2.7042200565338135
2012-04-09,2.702063798904419
2012-04-10,2.6459801197052
2012-04-11,2.6948726177215576
2012-04-12,2.7430474758148193
2012-04-13,2.680492877960205
2012-04-16,2.6639561653137207
2012-04-17,2.7135677337646484
2012-04-18,2.6948726177215576
2012-04-19,2.5676074028015137
2012-04-20,2.4647886753082275
2012-04-23,2.389290571212769
2012-04-24,2.3497445583343506
2012-04-25,2.5151190757751465
2012-04-26,2.520872116088867
2012-04-27,2.487797498703003
2012-04-30,2.479167938232422
2012-05-01,2.4777300357818604
2012-05-02,2.500739097595215
2012-05-03,2.39863920211792
2012-05-04,2.2742490768432617
2012-05-07,2.2505218982696533
2012-05-08,2.2684967517852783
2012-05-09,2.23398494720459
2012-05-10,2.2203218936920166
2012-05-11,2.2246367931365967
2012-05-14,2.238297700881958
2012-05-15,2.232545852661133
2012-05-16,2.2124128341674805
2012-05-17,2.1620826721191406
2012-05-18,2.158486843109131
2012-05-21,2.2224788665771484
2012-05-22,2.248363494873047
2012-05-23,2.4101431369781494
2012-05-24,2.337522029876709
2012-05-25,2.38353967666626
2012-05-29,2.4770116806030273
2012-05-30,2.377068519592285
2012-05-31,2.379944324493408
2012-06-01,2.227513074874878
2012-06-04,2.1951568126678467
2012-06-05,2.2584307193756104
2012-06-06,2.370597124099731
2012-06-07,2.369159460067749
2012-06-08,2.4331512451171875
2012-06-11,2.3900105953216553
2012-06-12,2.4389028549194336
2012-06-13,2.4475314617156982
2012-06-14,2.4056437015533447
2012-06-15,2.460530996322632
2012-06-18,2.5103628635406494
2012-06-19,2.5060298442840576
2012-06-20,2.5471951961517334
2012-06-21,2.4901418685913086
2012-06-22,2.5132510662078857
2012-06-25,2.470642328262329
2012-06-26,2.4836413860321045
2012-06-27,2.5204732418060303
2012-06-28,2.4778642654418945
2012-06-29,2.5926930904388428
2012-07-02,2.5630836486816406
2012-07-03,2.5811383724212646
2012-07-05,2.5695834159851074
2012-07-06,2.4901418685913086
2012-07-09,2.4041998386383057
2012-07-10,2.4143097400665283
2012-07-11,2.390477418899536
2012-07-12,2.3529231548309326
2012-07-13,2.3940889835357666
2012-07-16,2.364478826522827
2012-07-17,2.3861451148986816
2012-07-18,2.4403092861175537
2012-07-19,2.602804183959961
2012-07-20,2.5479180812835693
2012-07-23,2.490863561630249
2012-07-24,2.468475818634033
2012-07-25,2.470642328262329
2012-07-26,2.5594723224639893
2012-07-27,2.6093034744262695
2012-07-30,2.5977494716644287
2012-07-31,2.6649131774902344
2012-08-01,2.649747133255005
2012-08-02,2.638914108276367
2012-08-03,2.680079221725464
2012-08-06,2.6771905422210693
2012-08-07,2.7010233402252197
2012-08-08,2.706800937652588
2012-08-09,2.6952462196350098
2012-08-10,2.6829686164855957
2012-08-13,2.619414806365967
2012-08-14,2.6107490062713623
2012-08-15,2.6418027877807617
2012-08-16,2.665635347366333
2012-08-17,2.6605801582336426
2012-08-20,2.5970263481140137
2012-08-21,2.627358675003052
2012-08-22,2.635303020477295
2012-08-23,2.6013598442077637
2012-08-24,2.6035268306732178
2012-08-27,2.5833048820495605
2012-08-28,2.619414806365967
2012-08-29,2.643247604370117
2012-08-30,2.6013598442077637
2012-08-31,2.6410818099975586
2012-09-04,2.591970920562744
2012-09-05,2.5406956672668457
2012-09-06,2.643970012664795
2012-09-07,2.6143596172332764
2012-09-10,2.527696132659912
2012-09-11,2.5248067378997803
2012-09-12,2.5443060398101807
2012-09-13,2.532750368118286
2012-09-14,2.532028913497925
2012-09-17,2.5479180812835693
2012-09-18,2.55081844329834
2012-09-19,2.5428388118743896
2012-09-20,2.448525667190552
2012-09-21,2.576211452484131
2012-09-24,2.5101914405822754
2012-09-25,2.39483904838562
2012-09-26,2.4274861812591553
2012-09-27,2.5319559574127197
2012-09-28,2.52977991104126
2012-10-01,2.5167219638824463
2012-10-02,2.4971327781677246
2012-10-03,2.5080161094665527
2012-10-04,2.4971327781677246
2012-10-05,2.4985837936401367
2012-10-08,2.457956552505493
2012-10-09,2.436917304992676
2012-10-10,2.364368438720703
2012-10-11,2.3890349864959717
2012-10-12,2.392662763595581
2012-10-15,2.407897472381592
2012-10-16,2.4920544624328613
2012-10-17,2.4746429920196533
2012-10-18,2.470290184020996
2012-10-19,2.407897472381592
2012-10-22,2.4231324195861816
2012-10-23,2.4115257263183594
2012-10-24,2.3745248317718506
2012-10-25,2.444897174835205
2012-10-26,2.454329252243042
2012-10-31,2.396289825439453
2012-11-01,2.502936601638794
2012-11-02,2.4644856452941895
2012-11-05,2.4898781776428223
2012-11-06,2.559525728225708
2012-11-07,2.4637601375579834
2012-11-08,2.455054521560669
2012-11-09,2.4289371967315674
2012-11-12,2.4383676052093506
2012-11-13,2.4144279956817627
2012-11-14,2.396289825439453
2012-11-15,2.3397011756896973
2012-11-16,2.317211151123047
2012-11-19,2.375976800918579
2012-11-20,2.3803293704986572
2012-11-21,2.3810548782348633
2012-11-23,2.4340157508850098
2012-11-26,2.469564437866211
2012-11-27,2.475368022918701
2012-11-28,2.50728988647461
2012-11-29,2.5464658737182617
2012-11-30,2.5464658737182617
2012-12-03,2.5254271030426025
2012-12-04,2.533406972885132
2012-12-05,2.5051136016845703
2012-12-06,2.547917127609253
2012-12-07,2.484799861907959
2012-12-10,2.499309539794922
2012-12-11,2.50728988647461
2012-12-12,2.5080161094665527
2012-12-13,2.4569802284240723
2012-12-14,2.270336627960205
2012-12-17,2.332308292388916
2012-12-18,2.352722644805908
2012-12-19,2.332308292388916
2012-12-20,2.325746536254883
2012-12-21,2.286376476287842
2012-12-24,2.2710659503936768
2012-12-26,2.2513811588287354
2012-12-27,2.2871060371398926
2012-12-28,2.2710659503936768
2012-12-31,2.3075201511383057
2013-01-02,2.372407913208008
2013-01-03,2.3848013877868652
2013-01-04,2.3694913387298584
2013-01-07,2.35636830329895
2013-01-08,2.3403279781341553
2013-01-09,2.392092704772949
2013-01-10,2.443856716156006
2013-01-11,2.503641366958618
2013-01-14,2.52040958404541
2013-01-15,2.4693737030029297
2013-01-16,2.5196807384490967
2013-01-17,2.537907361984253
2013-01-18,2.5109307765960693
2013-01-22,2.5109307765960693
2013-01-23,2.5094733238220215
2013-01-24,2.4737493991851807
2013-01-25,2.490517854690552
2013-01-28,2.513847827911377
2013-01-29,2.52040958404541
2013-01-30,2.555405855178833
2013-01-31,2.607898235321045
2013-02-01,2.643622875213623
2013-02-04,2.56488299369812
2013-02-05,2.5816521644592285
2013-02-06,2.598419666290283
2013-02-07,2.5488440990448
2013-02-08,2.575090169906616
2013-02-11,2.580922842025757
2013-02-12,2.5619664192199707
2013-02-13,2.5641539096832275
2013-02-14,2.598419666290283
2013-02-15,2.5619664192199707
2013-02-19,2.591130256652832
2013-02-20,2.527700185775757
2013-02-21,2.4547922611236572
2013-02-22,2.4854137897491455
2013-02-25,2.4022998809814453
2013-02-26,2.4154233932495117
2013-02-27,2.4562509059906006
2013-02-28,2.494891881942749
2013-03-01,2.4569802284240723
2013-03-04,2.445314645767212
2013-03-05,2.5029118061065674
2013-03-06,2.5306174755096436
2013-03-07,2.549572467803955
2013-03-08,2.5714447498321533
2013-03-11,2.5707156658172607
2013-03-12,2.5845680236816406
2013-03-13,2.623938798904419
2013-03-14,2.672785520553589
2013-03-15,2.624666929244995
2013-03-18,2.5707156658172607
2013-03-19,2.5736331939697266
2013-03-20,2.6195645332336426
2013-03-21,2.6063716411590576
2013-03-22,2.6239614486694336
2013-03-25,2.60343861579895
2013-03-26,2.6232285499572754
2013-03-27,2.612234354019165
2013-03-28,2.6327569484710693
2013-04-01,2.590245246887207
2013-04-02,2.5565297603607178
2013-04-03,2.514752149581909
2013-04-04,2.5360076427459717
2013-04-05,2.5162181854248047
2013-04-08,2.540405750274658
2013-04-09,2.549201011657715
2013-04-10,2.593177795410156
2013-04-11,2.611501693725586
2013-04-12,2.558729410171509
2013-04-15,2.4759058952331543
2013-04-16,2.5345423221588135
2013-04-17,2.3747594356536865
2013-04-18,2.2992653846740723
2013-04-19,2.291201114654541
2013-04-22,2.3146564960479736
2013-04-23,2.3725593090057373
2013-04-24,2.390882730484009
2013-04-25,2.3916163444519043
2013-04-26,2.353503704071045
2013-04-29,2.3842859268188477
2013-04-30,2.342508316040039
2013-05-01,2.295600175857544
2013-05-02,2.352036952972412
2013-05-03,2.336644411087036
2013-05-06,2.404076099395752
2013-05-07,2.385020017623902
2013-05-08,2.455382823944092
2013-05-09,2.482501745223999
2013-05-10,2.4964280128479004
2013-05-13,2.4641788005828857
2013-05-14,2.470041275024414
2013-05-15,2.505222797393799
2013-05-16,2.507422924041748
2013-05-17,2.523547649383545
2013-05-20,2.5242807865142822
2013-05-21,2.571922063827514
2013-05-22,2.533076047897339
2013-05-23,2.4898314476013184
2013-05-24,2.499359130859375
2013-05-28,2.5242807865142822
2013-05-29,2.523547649383545
2013-05-30,2.772017240524292
2013-05-31,2.765420913696289
2013-06-03,2.733903408050537
2013-06-04,2.7705514430999756
2013-06-05,2.7119154930114746
2013-06-06,2.693591356277466
2013-06-07,2.733171224594116
2013-06-10,2.699455738067627
2013-06-11,2.659875869750977
2013-06-12,2.6371545791625977
2013-06-13,2.7359459400177
2013-06-14,2.771334648132324
2013-06-17,2.808197259902954
2013-06-18,2.856855869293213
2013-06-19,2.806723117828369
2013-06-20,2.73225998878479
2013-06-21,2.755852460861206
2013-06-24,2.704982042312622
2013-06-25,2.7352089881896973
2013-06-26,2.746267318725586
2013-06-27,2.7514288425445557
2013-06-28,2.755852460861206
2013-07-01,2.772808313369751
2013-07-02,2.8369500637054443
2013-07-03,2.845059633255005
2013-07-05,2.8612794876098633
2013-07-08,2.747741460800171
2013-07-09,2.770597219467163
2013-07-10,2.82589054107666
2013-07-11,2.845059633255005
2013-07-12,2.871600389480591
2013-07-15,2.802299976348877
2013-07-16,2.865703582763672
2013-07-17,2.869389295578003
2013-07-18,2.7720718383789062
2013-07-19,2.7905032634735107
2013-07-22,2.7860796451568604
2013-07-23,2.772808313369751
2013-07-24,2.719726324081421
2013-07-25,2.720463275909424
2013-07-26,2.7116174697875977
2013-07-29,2.6976101398468018
