Date,ORCL
2010-11-05,23.811235427856445
2010-11-08,23.64029312133789
2010-11-09,23.396076202392575
2010-11-10,23.35536766052246
2010-11-11,23.257678985595703
2010-11-12,23.05415916442871
2010-11-15,23.119291305541992
2010-11-16,22.451763153076172
2010-11-17,22.72040557861328
2010-11-18,23.04602813720703
2010-11-19,22.9157772064209
2010-11-22,22.834369659423828
2010-11-23,22.13428497314453
2010-11-24,22.582006454467773
2010-11-26,22.37849998474121
2010-11-29,22.158706665039062
2010-11-30,22.02031517028809
2010-12-01,22.50874710083008
2010-12-02,22.875076293945312
2010-12-03,23.45305633544922
2010-12-06,23.38793182373047
2010-12-07,23.64842987060547
2010-12-08,23.794958114624023
2010-12-09,23.81938362121582
2010-12-10,24.372949600219727
2010-12-13,24.763689041137695
2010-12-14,24.83695602416992
2010-12-15,24.8206787109375
2010-12-16,24.641582489013672
2010-12-17,25.61031150817871
2010-12-20,25.781265258789062
2010-12-21,25.854530334472656
2010-12-22,25.77313232421875
2010-12-23,25.67544174194336
2010-12-27,25.77313232421875
2010-12-28,25.699861526489254
2010-12-29,25.64288330078125
2010-12-30,25.47193145751953
2010-12-31,25.480064392089844
2011-01-03,25.740564346313477
2011-01-04,25.6265926361084
2011-01-05,25.268402099609375
2011-01-06,25.374238967895508
2011-01-07,25.260271072387695
2011-01-10,25.268402099609375
2011-01-11,25.227699279785156
2011-01-12,25.18700408935547
2011-01-13,25.382381439208984
2011-01-14,25.4802188873291
2011-01-18,25.708524703979492
2011-01-19,25.76559257507324
2011-01-20,26.344505310058594
2011-01-21,26.507583618164062
2011-01-24,26.417898178100582
2011-01-25,26.328208923339844
2011-01-26,26.548355102539062
2011-01-27,26.841876983642575
2011-01-28,26.091753005981445
2011-01-31,26.116207122802734
2011-02-01,27.102806091308594
2011-02-02,27.021265029907227
2011-02-03,26.898956298828125
2011-02-04,26.597272872924805
2011-02-07,26.89081573486328
2011-02-08,26.93157386779785
2011-02-09,26.817419052124023
2011-02-10,27.11910820007324
2011-02-11,27.290342330932617
2011-02-14,27.143564224243164
2011-02-15,26.71143341064453
2011-02-16,26.99680519104004
2011-02-17,26.915273666381836
2011-02-18,27.46156120300293
2011-02-22,26.52389335632324
2011-02-23,26.238510131835938
2011-02-24,26.29559326171875
2011-02-25,26.866352081298828
2011-02-28,26.825572967529297
2011-03-01,25.822677612304688
2011-03-02,26.18958854675293
2011-03-03,26.93157386779785
2011-03-04,26.71143341064453
2011-03-07,26.17328453063965
2011-03-08,26.695117950439453
2011-03-09,26.73589515686035
2011-03-10,25.928672790527344
2011-03-11,26.01836395263672
2011-03-14,25.7574462890625
2011-03-15,25.41499900817871
2011-03-16,24.624086380004883
2011-03-17,24.909454345703125
2011-03-18,25.08070373535156
2011-03-21,25.61883544921875
2011-03-22,25.38237953186035
2011-03-23,25.61067771911621
2011-03-24,26.20589256286621
2011-03-25,26.61358070373535
2011-03-28,26.548355102539062
2011-03-29,27.037578582763672
2011-03-30,26.94787979125977
2011-03-31,27.257722854614254
2011-04-01,27.738786697387695
2011-04-04,27.83662796020508
2011-04-05,27.657251358032227
2011-04-06,27.38003158569336
2011-04-07,27.494186401367188
2011-04-08,27.347415924072266
2011-04-11,27.59246253967285
2011-04-12,27.282068252563477
2011-04-13,27.527116775512695
2011-04-14,27.608797073364254
2011-04-15,27.91919708251953
2011-04-18,27.469932556152344
2011-04-19,27.502609252929688
2011-04-20,27.862016677856445
2011-04-21,28.38479232788086
2011-04-25,28.45012855529785
2011-04-26,28.564491271972656
2011-04-27,28.793203353881836
2011-04-28,28.825881958007812
2011-04-29,29.373138427734375
2011-05-02,29.708057403564453
2011-05-03,29.520179748535156
2011-05-04,28.793203353881836
2011-05-05,28.31945037841797
2011-05-06,28.482797622680664
2011-05-09,28.75235939025879
2011-05-10,29.095428466796875
2011-05-11,28.572656631469727
2011-05-12,29.185264587402344
2011-05-13,28.744190216064453
2011-05-16,27.91919708251953
2011-05-17,27.723142623901367
2011-05-18,27.698640823364254
2011-05-19,28.180566787719727
2011-05-20,27.992700576782227
2011-05-23,27.08602523803711
2011-05-24,26.988012313842773
2011-05-25,26.94717025756836
2011-05-26,27.282068252563477
2011-05-27,27.527116775512695
2011-05-31,27.951868057250977
2011-06-01,26.857316970825195
2011-06-02,26.72662925720215
2011-06-03,26.408056259155273
2011-06-06,26.29370880126953
2011-06-07,26.007808685302734
2011-06-08,25.525888442993164
2011-06-09,25.836280822753903
2011-06-10,25.46870994567871
2011-06-13,25.836280822753903
2011-06-14,26.203861236572266
2011-06-15,25.452373504638672
2011-06-16,25.158315658569336
2011-06-17,25.46870994567871
2011-06-20,26.064990997314453
2011-06-21,26.669448852539062
2011-06-22,26.3018741607666
2011-06-23,26.514245986938477
2011-06-24,25.436033248901367
2011-06-27,25.79544258117676
2011-06-28,26.41622734069824
2011-06-29,26.4897403717041
2011-06-30,26.88182830810547
2011-07-01,26.99616813659668
2011-07-05,27.00434684753418
2011-07-06,27.12687110900879
2011-07-07,27.845685958862305
2011-07-08,27.723142623901367
2011-07-11,27.117637634277344
2011-07-12,26.67575454711914
2011-07-13,26.749399185180664
2011-07-14,26.2257137298584
2011-07-15,26.258445739746097
2011-07-18,25.767475128173828
2011-07-19,26.708499908447266
2011-07-20,26.250267028808594
2011-07-21,26.56938362121582
2011-07-22,26.634841918945312
2011-07-25,26.356630325317383
2011-07-26,26.307540893554688
2011-07-27,25.129222869873047
2011-07-28,25.09649085998535
2011-07-29,25.022851943969727
2011-08-01,24.638256072998047
2011-08-02,24.180023193359375
2011-08-03,24.70371437072754
2011-08-04,23.63178253173828
2011-08-05,23.198101043701172
2011-08-08,21.2915096282959
2011-08-09,22.584386825561523
2011-08-10,21.66792106628418
2011-08-11,22.666210174560547
2011-08-12,22.41254997253418
2011-08-15,22.61711311340332
2011-08-16,22.559839248657227
2011-08-17,22.47800636291504
2011-08-18,20.61234474182129
2011-08-19,20.276844024658203
2011-08-22,20.50596618652344
2011-08-23,21.43880844116211
2011-08-24,21.83157730102539
2011-08-25,21.193315505981445
2011-08-26,21.807024002075195
2011-08-29,22.838058471679688
2011-08-30,22.805320739746097
2011-08-31,22.968982696533203
2011-09-01,22.780765533447266
2011-09-02,22.068870544433594
2011-09-06,21.676103591918945
2011-09-07,22.608924865722656
2011-09-08,21.864307403564453
2011-09-09,21.275148391723633
2011-09-12,21.888853073120117
2011-09-13,22.68257522583008
2011-09-14,23.034435272216797
2011-09-15,23.689062118530273
2011-09-16,23.918169021606445
2011-09-19,23.746334075927734
2011-09-20,23.198101043701172
2011-09-21,24.17184257507324
2011-09-22,23.18990707397461
2011-09-23,23.64814567565918
2011-09-26,24.310945510864254
2011-09-27,24.65462303161621
2011-09-28,24.09819221496582
2011-09-29,24.26185417175293
2011-09-30,23.517213821411133
2011-10-03,22.86260223388672
2011-10-04,23.476306915283203
2011-10-05,24.147294998168945
2011-10-06,24.60552215576172
2011-10-07,24.52353858947754
2011-10-10,25.39262962341309
2011-10-11,25.35984992980957
2011-10-12,25.507429122924805
2011-10-13,25.532026290893555
2011-10-14,26.114160537719727
2011-10-17,25.605817794799805
2011-10-18,26.138761520385746
2011-10-19,25.818998336791992
2011-10-20,25.851787567138672
2011-10-21,26.33553123474121
2011-10-24,26.950468063354492
2011-10-25,26.540515899658203
2011-10-26,26.565113067626953
2011-10-27,27.598201751708984
2011-10-28,27.622812271118164
2011-10-31,26.868488311767575
2011-11-01,25.982975006103516
2011-11-02,26.466726303100582
2011-11-03,27.14724922180176
2011-11-04,26.68810272216797
2011-11-07,26.950468063354492
2011-11-08,27.557214736938477
2011-11-09,25.900989532470703
2011-11-10,26.01577377319336
2011-11-11,26.540515899658203
2011-11-14,26.483118057250977
2011-11-15,27.024259567260746
2011-11-16,26.228946685791016
2011-11-17,25.269651412963867
2011-11-18,25.089275360107425
2011-11-21,24.52353858947754
2011-11-22,24.44154930114746
2011-11-23,23.777423858642575
2011-11-25,23.56424140930176
2011-11-28,24.49074363708496
2011-11-29,24.38414764404297
2011-11-30,25.704200744628903
2011-12-01,25.966581344604492
2011-12-02,25.581218719482425
2011-12-05,26.155149459838867
2011-12-06,26.01577377319336
2011-12-07,25.8599853515625
2011-12-08,25.20406150817871
2011-12-09,25.982975006103516
2011-12-12,25.679609298706055
2011-12-13,25.277856826782227
2011-12-14,24.49074363708496
2011-12-15,23.80202293395996
2011-12-16,23.949594497680664
2011-12-19,23.4576473236084
2011-12-20,23.91680145263672
2011-12-21,21.129112243652344
2011-12-22,21.06351089477539
2011-12-23,21.366880416870117
2011-12-27,21.014318466186523
2011-12-28,20.915929794311523
2011-12-29,21.15370178222656
2011-12-30,21.030712127685547
2012-01-03,21.202892303466797
2012-01-04,21.32588005065918
2012-01-05,21.801427841186523
2012-01-06,22.080198287963867
2012-01-09,22.21168327331543
2012-01-10,22.162370681762695
2012-01-11,22.09663963317871
2012-01-12,22.32672691345215
2012-01-13,22.466413497924805
2012-01-17,22.72937393188477
2012-01-18,23.28815269470215
2012-01-19,23.46894073486328
2012-01-20,23.592205047607425
2012-01-23,23.32925033569336
2012-01-24,23.4278507232666
2012-01-25,23.4278507232666
2012-01-26,23.247081756591797
2012-01-27,23.35390281677246
2012-01-30,23.50181579589844
2012-01-31,23.181337356567383
2012-02-01,23.731903076171875
2012-02-02,23.67438316345215
2012-02-03,23.920907974243164
2012-02-06,23.83051300048828
2012-02-07,23.7894229888916
2012-02-08,23.608638763427734
2012-02-09,23.7401180267334
2012-02-10,23.419639587402344
2012-02-13,23.362119674682617
2012-02-14,23.205984115600582
2012-02-15,22.99233627319336
2012-02-16,23.7894229888916
2012-02-17,23.657941818237305
2012-02-21,23.61686134338379
2012-02-22,23.460723876953125
2012-02-23,23.67438316345215
2012-02-24,24.03594017028809
2012-02-27,24.04415702819824
2012-02-28,24.15099334716797
2012-02-29,24.03594017028809
2012-03-01,24.51255798339844
2012-03-02,24.619386672973633
2012-03-05,24.849468231201172
2012-03-06,24.602949142456055
2012-03-07,24.83303451538086
2012-03-08,24.709774017333984
2012-03-09,24.75907325744629
2012-03-12,24.4139461517334
2012-03-13,24.75907325744629
2012-03-14,24.520774841308594
2012-03-15,24.701557159423828
2012-03-16,24.438596725463867
2012-03-19,24.455032348632812
2012-03-20,24.73442840576172
2012-03-21,24.16742515563965
2012-03-22,23.52646255493164
2012-03-23,23.460723876953125
2012-03-26,23.96198844909668
2012-03-27,24.118118286132812
2012-03-28,24.1263370513916
2012-03-29,24.077035903930664
2012-03-30,23.96198844909668
2012-04-02,24.266035079956055
2012-04-03,24.15099334716797
2012-04-04,23.96198844909668
2012-04-05,24.29068374633789
2012-04-09,23.8872127532959
2012-04-10,23.343761444091797
2012-04-11,23.170841217041016
2012-04-12,23.63195419311523
2012-04-13,23.516674041748047
2012-04-16,23.58255195617676
2012-04-17,24.109533309936523
2012-04-18,23.986024856567383
2012-04-19,23.8872127532959
2012-04-20,23.780170440673828
2012-04-23,23.4507999420166
2012-04-24,23.623722076416016
2012-04-25,23.77194023132324
2012-04-26,23.895444869995117
2012-04-27,24.07660675048828
2012-04-30,24.20834732055664
2012-05-01,24.34832763671875
2012-05-02,24.463600158691406
2012-05-03,24.191871643066406
2012-05-04,23.393165588378903
2012-05-07,22.989696502685547
2012-05-08,22.997934341430664
2012-05-09,22.87441635131836
2012-05-10,22.248624801635746
2012-05-11,22.23214530944824
2012-05-14,22.199216842651367
2012-05-15,22.28156280517578
2012-05-16,22.00159454345703
2012-05-17,21.614591598510746
2012-05-18,21.08761405944824
2012-05-21,21.622831344604492
2012-05-22,21.70516586303711
2012-05-23,21.968664169311523
2012-05-24,21.507543563842773
2012-05-25,21.52402114868164
2012-05-29,21.787511825561523
2012-05-30,21.5487117767334
2012-05-31,21.795745849609375
2012-06-01,21.40873908996582
2012-06-04,21.57341766357422
2012-06-05,21.993362426757812
2012-06-06,22.66856575012207
2012-06-07,22.380373001098633
2012-06-08,22.36390495300293
2012-06-11,22.075708389282227
2012-06-12,22.256860733032227
2012-06-13,22.248624801635746
2012-06-14,22.15804672241211
2012-06-15,22.80854225158691
2012-06-18,22.330965042114254
2012-06-19,23.022634506225582
2012-06-20,23.45903587341309
2012-06-21,22.89911651611328
2012-06-22,23.055572509765625
2012-06-25,22.742664337158203
2012-06-26,22.915590286254883
2012-06-27,23.195545196533203
2012-06-28,23.195545196533203
2012-06-29,24.455368041992188
2012-07-02,24.537708282470703
2012-07-03,24.677688598632812
2012-07-05,24.47183609008789
2012-07-06,24.027196884155273
2012-07-09,23.96131896972656
2012-07-10,23.920143127441406
2012-07-11,24.11817741394043
2012-07-12,23.779882431030273
2012-07-13,24.406967163085938
2012-07-16,24.357467651367188
2012-07-17,24.687509536743164
2012-07-18,25.16608238220215
2012-07-19,25.471372604370117
2012-07-20,24.852537155151367
2012-07-23,24.4647274017334
2012-07-24,24.19244384765625
2012-07-25,24.142927169799805
2012-07-26,24.753517150878903
2012-07-27,25.38886260986328
2012-07-30,25.232091903686523
2012-07-31,24.918540954589844
2012-08-01,25.017555236816406
2012-08-02,24.687509536743164
2012-08-03,25.34760475158691
2012-08-06,25.57863426208496
2012-08-07,25.99119758605957
2012-08-08,25.71065139770508
2012-08-09,25.88392639160156
2012-08-10,26.081958770751953
2012-08-13,25.875673294067383
2012-08-14,25.86742401123047
2012-08-15,26.032447814941406
2012-08-16,26.42850875854492
2012-08-17,26.568775177001953
2012-08-20,26.43675994873047
2012-08-21,26.19748306274414
2012-08-22,26.15621757507324
2012-08-23,26.065458297729492
2012-08-24,26.362491607666016
2012-08-27,26.263484954833984
2012-08-28,26.057209014892575
2012-08-29,25.98294448852539
2012-08-30,25.71890640258789
2012-08-31,26.114967346191406
2012-09-04,26.04895782470703
2012-09-05,26.461511611938477
2012-09-06,26.923580169677734
2012-09-07,26.89881706237793
2012-09-10,26.65954208374023
2012-09-11,26.66779136657715
2012-09-12,26.618284225463867
2012-09-13,26.91532325744629
2012-09-14,27.1876163482666
2012-09-17,27.31137466430664
2012-09-18,27.245378494262695
2012-09-19,27.047346115112305
2012-09-20,26.618284225463867
2012-09-21,26.79155540466309
2012-09-24,26.58527946472168
2012-09-25,25.8261661529541
2012-09-26,25.355854034423828
2012-09-27,25.760162353515625
2012-09-28,25.958194732666016
2012-10-01,26.131467819213867
2012-10-02,26.114967346191406
2012-10-03,26.255231857299805
2012-10-04,26.321239471435547
2012-10-05,25.90043258666992
2012-10-08,25.72715187072754
2012-10-09,25.289838790893555
2012-10-10,25.281583786010746
2012-10-11,25.39732360839844
2012-10-12,25.628807067871097
2012-10-15,25.876829147338867
2012-10-16,26.348068237304688
2012-10-17,25.81895637512207
2012-10-18,25.728010177612305
2012-10-19,25.198904037475582
2012-10-22,25.46346092224121
2012-10-23,25.289838790893555
2012-10-24,25.29811668395996
2012-10-25,25.5130672454834
2012-10-26,25.620542526245117
2012-10-31,25.6949462890625
2012-11-01,26.02564239501953
2012-11-02,25.80242347717285
2012-11-05,25.83548927307129
2012-11-06,26.14965057373047
2012-11-07,25.4551944732666
2012-11-08,25.14929962158203
2012-11-09,25.091432571411133
2012-11-12,25.05009078979492
2012-11-13,24.81861114501953
2012-11-14,24.45484161376953
2012-11-15,24.760732650756836
2012-11-16,24.802072525024418
2012-11-19,24.917818069458008
2012-11-20,24.96741485595703
2012-11-21,25.132766723632812
2012-11-23,25.562664031982425
2012-11-26,25.595733642578125
2012-11-27,25.810686111450195
2012-11-28,26.290193557739254
2012-11-29,26.323265075683594
2012-11-30,26.604351043701172
2012-12-03,26.71183967590332
2012-12-04,26.769699096679688
2012-12-05,26.455541610717773
2012-12-06,26.48033905029297
2012-12-07,26.389406204223633
2012-12-10,26.51341438293457
2012-12-11,26.73663330078125
2012-12-12,26.553728103637695
2012-12-13,26.279382705688477
2012-12-14,26.570356369018555
2012-12-17,26.869651794433594
2012-12-18,27.3352108001709
2012-12-19,28.341163635253903
2012-12-20,28.216455459594727
2012-12-21,28.066816329956055
2012-12-24,27.942113876342773
2012-12-26,27.942113876342773
2012-12-27,27.659448623657227
2012-12-28,27.451614379882812
2012-12-31,27.701021194458008
2013-01-02,28.839988708496097
2013-01-03,28.524065017700195
2013-01-04,28.773473739624023
2013-01-07,28.62382125854492
2013-01-08,28.632139205932617
2013-01-09,28.648771286010746
2013-01-10,29.02288246154785
2013-01-11,28.98131561279297
2013-01-14,29.064455032348633
2013-01-15,28.848295211791992
2013-01-16,28.798410415649418
2013-01-17,28.78179359436035
2013-01-18,29.189151763916016
2013-01-22,29.039512634277344
2013-01-23,28.839988708496097
2013-01-24,29.047826766967773
2013-01-25,29.41360855102539
2013-01-28,29.546640396118164
2013-01-29,29.746173858642575
2013-01-30,29.41360855102539
2013-01-31,29.52169609069824
2013-02-01,30.103649139404297
2013-02-04,29.20579719543457
2013-02-05,29.496763229370117
2013-02-06,29.180837631225582
2013-02-07,28.73190689086914
2013-02-08,29.01457405090332
2013-02-11,29.064455032348633
2013-02-12,29.189151763916016
2013-02-13,29.089385986328125
2013-02-14,29.01457405090332
2013-02-15,28.939741134643555
2013-02-19,29.430252075195312
2013-02-20,29.106019973754883
2013-02-21,28.499120712280273
2013-02-22,28.88987159729004
2013-02-25,28.499120712280273
2013-02-26,28.53237533569336
2013-02-27,28.83166885375977
2013-02-28,28.465869903564453
2013-03-01,28.79010772705078
2013-03-04,29.1392765045166
2013-03-05,29.480127334594727
2013-03-06,29.812673568725582
2013-03-07,29.87918472290039
2013-03-08,29.687971115112305
2013-03-11,29.82930374145508
2013-03-12,29.455198287963867
2013-03-13,29.579891204833984
2013-03-14,30.178476333618164
2013-03-15,30.21173095703125
2013-03-18,29.962322235107425
2013-03-19,29.67135238647461
2013-03-20,29.73784637451172
2013-03-21,26.85301971435547
2013-03-22,26.58698844909668
2013-03-25,25.980093002319336
2013-03-26,26.221187591552734
2013-03-27,26.562042236328125
2013-03-28,26.877965927124023
2013-04-01,26.94447326660156
2013-04-02,27.218820571899418
2013-04-03,26.9361629486084
2013-04-04,26.911218643188477
2013-04-05,26.628551483154297
2013-04-08,26.902902603149418
2013-04-09,27.46822929382324
2013-04-10,28.04187774658203
2013-04-11,27.950424194335938
2013-04-12,27.817398071289062
2013-04-15,27.26870346069336
2013-04-16,27.784151077270508
2013-04-17,27.010990142822266
2013-04-18,26.70337677001953
2013-04-19,26.911218643188477
2013-04-22,27.035926818847656
2013-04-23,26.98604393005371
2013-04-24,27.02760887145996
2013-04-25,26.82808494567871
2013-04-26,26.902902603149418
2013-04-29,26.803136825561523
2013-04-30,27.2520809173584
2013-05-01,27.56798934936523
2013-05-02,28.008623123168945
2013-05-03,27.750900268554688
2013-05-06,27.858976364135746
2013-05-07,27.651132583618164
2013-05-08,27.817398071289062
2013-05-09,28.016935348510746
2013-05-10,28.28296661376953
2013-05-13,28.083438873291016
2013-05-14,27.99199485778809
2013-05-15,28.25802993774414
2013-05-16,28.573938369750977
2013-05-17,29.122644424438477
2013-05-20,29.01457405090332
2013-05-21,29.180837631225582
2013-05-22,28.36609649658203
2013-05-23,28.457557678222656
2013-05-24,28.30790901184082
2013-05-28,28.706958770751953
2013-05-29,28.598878860473633
2013-05-30,28.54900360107422
2013-05-31,28.083438873291016
2013-06-03,28.590578079223633
2013-06-04,28.399354934692383
2013-06-05,28.36609649658203
2013-06-06,27.725954055786133
2013-06-07,28.108373641967773
2013-06-10,28.30790901184082
2013-06-11,27.908857345581055
2013-06-12,27.86728286743164
2013-06-13,28.474180221557617
2013-06-14,28.07512664794922
2013-06-17,28.490812301635746
2013-06-18,28.598878860473633
2013-06-19,28.341163635253903
2013-06-20,27.609560012817383
2013-06-21,25.057283401489254
2013-06-24,25.08221435546875
2013-06-25,24.90764045715332
2013-06-26,25.057283401489254
2013-06-27,25.315004348754883
2013-06-28,25.531156539916992
2013-07-01,25.032339096069336
2013-07-02,25.024023056030273
2013-07-03,25.52284049987793
2013-07-05,25.93021583557129
2013-07-08,26.312639236450195
2013-07-09,26.204559326171875
2013-07-10,26.062694549560547
2013-07-11,26.588451385498047
2013-07-12,26.079381942749023
2013-07-15,26.71363639831543
2013-07-16,26.70528221130371
2013-07-17,26.83881187438965
2013-07-18,26.71363639831543
2013-07-19,26.588451385498047
2013-07-22,26.59679794311523
2013-07-23,26.763696670532227
2013-07-24,27.0307559967041
2013-07-25,27.014062881469727
2013-07-26,27.15593719482422
2013-07-29,27.105863571166992
2013-07-30,27.164283752441406
2013-07-31,26.997377395629883
2013-08-01,27.33119010925293
2013-08-02,27.18097496032715
2013-08-05,27.356231689453125
2013-08-06,27.539823532104492
2013-08-07,27.389604568481445
2013-08-08,27.5565185546875
2013-08-09,27.473066329956055
2013-08-12,27.748451232910156
2013-08-13,27.748451232910156
2013-08-14,28.015522003173828
2013-08-15,27.31450653076172
2013-08-16,27.047447204589844
2013-08-19,26.755361557006836
2013-08-20,26.872194290161133
2013-08-21,26.955646514892575
2013-08-22,27.03910446166992
2013-08-23,26.51333999633789
2013-08-26,26.98903465270996
2013-08-27,26.521684646606445
2013-08-28,26.421541213989254
2013-08-29,26.454925537109375
2013-08-30,26.588451385498047
2013-09-03,26.721981048583984
2013-09-04,26.972333908081055
2013-09-05,26.922269821166992
2013-09-06,26.872194290161133
2013-09-09,27.33119010925293
2013-09-10,27.422990798950195
2013-09-11,27.5565185546875
2013-09-12,27.36457633972168
2013-09-13,27.08917236328125
