Date,ret_1d,ret_5d,ret_10d,ret_20d,ret_60d,ret_120d,mom_accel,vol_20d,vol_60d,parkinson_vol,vol_ratio,volume_ratio,volume_change,volume_mom,price_volume_div,rsi,ma5_bias,ma20_bias,ma_alignment,macd,macd_signal,macd_hist,bb_position,atr,amihud,hl_spread,roll_spread,52w_position,from_52w_high,overnight_ret,intraday_ret,gap,PE_Ratio,Forward_PE,PB_Ratio,PS_Ratio,ROE,ROA,Debt_to_Equity,Dividend_Yield,Earnings_Growth,Revenue_Growth,Profit_Margin,Operating_Margin,Market_Cap,Beta,52Week_High,52Week_Low
2023-01-03,0.0216666630336217,0.006686213429023,-0.0232187673725897,-0.0882821396055231,-0.2866168119887655,-0.2226449410446147,-0.1423694188507513,0.0223376044038042,0.0311722718441791,0.0056887629181012,0.7165857052531567,1.0331366464165723,0.3355573469931416,0.8340294787263567,0.4519157060683497,39.974553579947134,0.0244473042277803,-0.0151875936213609,-1,-3.075117889985279,-3.292373027464008,0.217255137478729,0.3935005863977467,3.044999258858817,3.165100620837262e-12,0.032043812745036,-0.0,0.0460372048467538,-0.4992998672645548,0.0173809414818173,0.0042125042617391,0.0173809414818173,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-04,-0.0079235645256799,0.0252889986869981,0.0025906880057326,-0.0644984354334524,-0.2568086487073983,-0.2304076516008592,-0.0648281648046328,0.0213162935627005,0.0306704548342903,0.0058700463658193,0.6950106764920999,0.9294575968054284,0.202519028000838,0.8668272093138573,0.177930529861799,33.542318892374254,0.0112599721448078,-0.0196891218928341,-1,-2.8808845100983547,-3.2100753239908775,0.3291908138925228,0.3573899236735723,2.894284929547991,2.978094551932567e-12,0.042518237873304,-0.0,0.038457220787606,-0.5032671970743007,0.0085062148628465,-0.0162912029161474,0.0085062148628465,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-05,-0.0237255891184796,0.0158885731680105,-0.0242986223207114,-0.0581302804919883,-0.2687604109657631,-0.2679876661148598,-0.032945272096536,0.0209201644577384,0.0307684858714203,0.0058674335334547,0.6799218052250784,0.9212881580604272,0.1666225875257176,0.8975950702102684,0.0620180789354033,31.953922873444142,-0.0157722454639964,-0.040112676113917,-1,-2.8570161012566473,-3.1394634794440317,0.2824473781873844,0.2189412047489635,2.805713653564453,2.9606227875355715e-12,0.0282723579940897,-0.0,0.01604191526259,-0.5134386567309892,0.0022316472018832,-0.0258994379122157,0.0022316472018832,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-06,0.035611152390083,0.0225706999167365,-0.0079519976801434,-0.0269047849655215,-0.232866923327814,-0.2433192667492066,-0.0100120953038933,0.0226035982926678,0.0311853955808338,0.0069329512190306,0.724813582501412,1.118235338257753,0.5147201882322137,0.9644258619423668,-0.4135085281050665,44.90761444752928,0.014711442472862,-0.0045620161159771,-1,-2.56963190979873,-3.0254971655149716,0.4558652557162417,0.4677662729174892,2.8671422685895647,3.189176648313238e-12,0.057737001800459,-0.0,0.0520125690036885,-0.4961116465887129,-0.0010828195898833,0.0367337480019127,-0.0010828195898833,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-09,0.0148698739785004,0.0400000072660899,0.0426065121830383,-0.0330935020948114,-0.226217896991552,-0.2609762178584888,-0.0819674179794519,0.0223082485304429,0.0312534519256957,0.0069730980044873,0.7137851071132945,0.8808622951943641,0.045910976070973,0.9773915146581168,0.2411198602445331,48.956593951760304,0.0217065837541081,0.0119895813536236,-1,-2.213081635979819,-2.8630140596079414,0.6499324236281225,0.5882905098375596,2.922857012067522,3.1582826771243194e-12,0.0274725447471496,-0.0,0.0663299890007136,-0.488618890274253,0.0160315662646757,-0.0011433623961567,0.0160315662646757,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-10,0.0287317092341348,0.0471918325117644,0.0541935806050677,0.0087552636744205,-0.201368490878219,-0.2679807346752293,0.0867848728003862,0.023077376675502,0.0315343214929443,0.0066936824523631,0.7318177649918857,0.9142543329241516,-0.1166714468229342,0.9530041461274644,-0.1255423583993844,60.518500721274734,0.0411984292396252,0.0405956464862583,-1,-1.7082847366676503,-2.632068195019883,0.9237834583522327,0.7946947850942326,2.890714372907366,3.2780756633470637e-12,0.0322688487509721,-0.0,0.0944056054458969,-0.4739260369217836,0.0024038356571138,0.0262647374645788,0.0024038356571138,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-11,0.0580838258793434,0.1168663027903655,0.1451107332551835,0.050137969443665,-0.1104771283387611,-0.2370215964577277,0.1517353280184677,0.026237254915062,0.031903156697282,0.0069118269462254,0.8224030983522481,1.3539370949436602,0.4970755649625245,1.0171854466552035,-0.6551511199673568,67.38061918151114,0.0768481090067531,0.0981510359580911,-1,-0.8769112129806018,-2.281036798612027,1.4041255856314252,1.1165223127772137,3.1128572736467635,3.4282778458784498e-12,0.0455358291914173,-0.0,0.1527938178702859,-0.4433696484506922,0.0117947872059462,0.0457494338365029,0.0117947872059462,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-12,0.0018929468094222,0.1461741277069916,0.1643851991983447,0.0300572909882816,-0.1627559901876559,-0.2217775031201245,0.0909771826538206,0.0258674232530396,0.0307126573729927,0.0057866152039178,0.8422398276674768,1.1304036467354024,0.2550242305404913,1.0732120225481947,-0.2997544160422758,65.69424707304952,0.0499922523815223,0.0984664675068919,-1,-0.2011979012689693,-1.8650690191434156,1.6638711178744463,1.070807419695738,3.2307145254952565,3.3243547446616473e-12,0.0387320517626448,-0.0,0.1548072103910272,-0.4423159768026994,0.0193501318555837,-0.0171257985854017,0.0193501318555837,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-13,0.029915043601747,0.1398698961363604,0.1655975575061758,0.071412980833875,-0.1567548794095389,-0.1900280399459329,0.1458015034611133,0.0264470692793285,0.030828482939861,0.005926957427357,0.8578777402352371,1.1229555715362172,0.0269616846371216,1.0683657652746492,-0.3899620387546363,76.58627727968883,0.0534453086628334,0.1270776937061662,-1,0.5578508828456137,-1.3804850387456098,1.9383359215912237,1.1268437829489364,3.2114290509905135,3.426131801750957e-12,0.043314307796919,-0.0,0.1866859395258572,-0.4256328349327545,-0.0114411291728533,0.0418348102425065,-0.0114411291728533,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-17,-0.0210966126873282,0.0994734704749595,0.1434524172828311,0.0859243229591391,-0.1652906638872783,-0.1634003562909379,0.1751953850797069,0.0256072087542233,0.030903408402468,0.0058868611022343,0.8286208569854171,0.962622896333896,0.1147441014554262,1.0966981194485943,-0.0224706739397735,69.59362120551089,0.0123313948442114,0.0985052409168239,-1,0.9810617678742376,-0.9081756774216404,1.889237445295878,0.9444675875492518,3.2335717337472096,3.3492507706158387e-12,0.032899489144337,-0.0,0.1635319682066094,-0.4377500365544968,0.0057072721455182,-0.0266517758946543,0.0057072721455182,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-18,-0.0061426751539739,0.0622009142878681,0.1123281219287841,0.0865012340237301,-0.1717136738874389,-0.2108787457949088,0.1601965210687445,0.0255954276654842,0.0309020584924884,0.0059388712302665,0.8282758144317756,1.1013009805017282,0.1743564464568765,1.1799260289870317,0.0749855411658713,73.93985543563427,-0.0056042885338826,0.0870332494715614,-1,1.2543912129665102,-0.4756622993440103,1.7300535123105203,0.8698105188056939,3.3471434456961497,3.363710895797555e-12,0.0412738579425266,-0.0,0.1569324817569638,-0.4412037554352763,0.0124934608028648,-0.0184061790799726,0.0124934608028648,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-19,-0.0186465409215199,-0.0148280164793002,0.1003053908474147,0.103155938826126,-0.2148843400538546,-0.2338894239420236,0.2010951918586361,0.0246363553608252,0.0305611060684554,0.0059902824938214,0.806134284068153,0.964737632739733,-0.3308906950900935,1.0964927077427022,0.0985982001777343,72.37735964217276,-0.0212712613695242,0.0614696049089679,-1,1.312248952932876,-0.118080048888633,1.4303290018215091,0.7569424149510255,3.4050004141671315,3.2720743138378946e-12,0.0275405830769637,-0.0,0.1370223142399411,-0.4516233724763441,-0.0075424390070022,-0.0111884904210992,-0.0075424390070022,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2023-01-20,0.0381084509307689,0.0207830736506875,0.1699951490196385,0.1415658787765457,-0.188365880089375,-0.2793627106394184,0.2201944393979279,0.0257001601470646,0.0310174174977859,0.0060576338997675,0.8285718870340856,0.9480202684700568,-0.2084727194245954,1.0518436006436784,0.1766092327636839,73.58354407551752,0.0118403419980526,0.0944428166242941,-1,1.6274109875029552,0.2310181583896845,1.3963928291132706,0.8753439093481398,3.5064288548060825,3.5373212170025008e-12,0.0426735375411712,-0.0,0.1769545281191817,-0.4307255886747783,0.0019214379226024,0.0361176152525462,0.0019214379226024,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
