Date,GOOGL
2010-01-04,15.576998710632324
2010-01-05,15.50840187072754
2010-01-06,15.117456436157228
2010-01-07,14.76552677154541
2010-01-08,14.962368965148926
2010-01-11,14.939751625061035
2010-01-12,14.67555809020996
2010-01-13,14.591304779052734
2010-01-14,14.659900665283203
2010-01-15,14.415093421936035
2010-01-19,14.604476928710938
2010-01-20,14.42527961730957
2010-01-21,14.489155769348145
2010-01-22,13.669733047485352
2010-01-25,13.420948028564451
2010-01-26,13.481093406677246
2010-01-27,13.473138809204102
2010-01-28,13.279034614562988
2010-01-29,13.170920372009276
2010-02-01,13.247468948364258
2010-02-02,13.200246810913086
2010-02-03,13.441328048706056
2010-02-04,13.09238338470459
2010-02-05,13.204473495483398
2010-02-08,13.25865364074707
2010-02-09,13.332469940185549
2010-02-10,13.283011436462402
2010-02-11,13.331473350524902
2010-02-12,13.249955177307127
2010-02-16,13.453256607055664
2010-02-17,13.376458168029783
2010-02-18,13.500977516174316
2010-02-19,13.439837455749512
2010-02-22,13.490537643432615
2010-02-23,13.298418998718262
2010-02-24,13.208946228027344
2010-02-25,13.083684921264648
2010-02-26,13.092880249023438
2010-03-01,13.239267349243164
2010-03-02,13.447294235229492
2010-03-03,13.553171157836914
2010-03-04,13.783562660217283
2010-03-05,14.022652626037598
2010-03-08,13.979656219482422
2010-03-09,13.92274284362793
2010-03-10,14.326862335205078
2010-03-11,14.443425178527832
2010-03-12,14.403660774230955
2010-03-15,13.997055053710938
2010-03-16,14.047258377075195
2010-03-17,14.056206703186035
2010-03-18,14.077082633972168
2010-03-19,13.918020248413086
2010-03-22,13.855886459350586
2010-03-23,13.644630432128906
2010-03-24,13.851661682128906
2010-03-25,13.98960018157959
2010-03-26,13.984875679016112
2010-03-29,13.978910446166992
2010-03-30,14.08478832244873
2010-03-31,14.094977378845217
2010-04-01,14.13673210144043
2010-04-05,14.19166088104248
2010-04-06,14.122316360473633
2010-04-07,14.00600242614746
2010-04-08,14.10417366027832
2010-04-09,14.07261085510254
2010-04-12,14.234407424926758
2010-04-13,14.583352088928224
2010-04-14,14.638775825500488
2010-04-15,14.7953519821167
2010-04-16,13.673213005065918
2010-04-19,13.671968460083008
2010-04-20,13.79474639892578
2010-04-21,13.77635383605957
2010-04-22,13.596413612365724
2010-04-23,13.544967651367188
2010-04-26,13.21317195892334
2010-04-27,13.14905071258545
2010-04-28,13.152280807495115
2010-04-29,13.22211742401123
2010-04-30,13.065540313720703
2010-05-03,13.187323570251465
2010-05-04,12.585121154785156
2010-05-05,12.669374465942385
2010-05-06,12.39374828338623
2010-05-07,12.256307601928713
2010-05-10,12.964883804321287
2010-05-11,12.651727676391602
2010-05-12,12.56076431274414
2010-05-13,12.697211265563965
2010-05-14,12.613951683044434
2010-05-17,12.62488842010498
2010-05-18,12.386292457580566
2010-05-19,12.288368225097656
2010-05-20,11.805712699890137
2010-05-21,11.73214626312256
2010-05-24,11.859146118164062
2010-05-25,11.856910705566406
2010-05-26,11.817144393920898
2010-05-27,12.18970012664795
2010-05-28,12.069658279418944
2010-06-01,11.98863410949707
2010-06-02,12.262024879455566
2010-06-03,12.565983772277832
2010-06-04,12.394989967346191
2010-06-07,12.066923141479492
2010-06-08,12.048532485961914
2010-06-09,11.78110694885254
2010-06-10,12.103955268859863
2010-06-11,12.14098834991455
2010-06-14,12.009014129638672
2010-06-15,12.37684726715088
2010-06-16,12.458367347717283
2010-06-17,12.428791999816896
2010-06-18,12.4275484085083
2010-06-21,12.142477989196776
2010-06-22,12.085065841674805
2010-06-23,11.98068141937256
2010-06-24,11.807948112487791
2010-06-25,11.747803688049316
2010-06-28,11.732892036437988
2010-06-29,11.290000915527344
2010-06-30,11.058611869812012
2010-07-01,10.922911643981934
2010-07-02,10.849842071533203
2010-07-06,10.837913513183594
2010-07-07,11.189094543457031
2010-07-08,11.347163200378418
2010-07-09,11.618812561035156
2010-07-12,11.826093673706056
2010-07-13,12.158384323120115
2010-07-14,12.21157169342041
2010-07-15,12.278178215026855
2010-07-16,11.422966003417969
2010-07-19,11.586254119873049
2010-07-20,11.969247817993164
2010-07-21,11.867597579956056
2010-07-22,12.049278259277344
2010-07-23,12.17975902557373
2010-07-26,12.152669906616213
2010-07-27,12.243633270263672
2010-07-28,12.03784465789795
2010-07-29,12.053750991821287
2010-07-30,12.05027198791504
2010-08-02,12.188458442687988
2010-08-03,12.174041748046877
2010-08-04,12.58387851715088
2010-08-05,12.628118515014648
2010-08-06,12.432271003723145
2010-08-09,12.559769630432127
2010-08-10,12.519010543823242
2010-08-11,12.221514701843262
2010-08-12,12.22822380065918
2010-08-13,12.087553024291992
2010-08-16,12.068663597106934
2010-08-17,12.191189765930176
2010-08-18,11.98316764831543
2010-08-19,11.630743026733398
2010-08-20,11.482864379882812
2010-08-23,11.533812522888184
2010-08-24,11.218669891357422
2010-08-25,11.29894733428955
2010-08-26,11.20847988128662
2010-08-27,11.40358066558838
2010-08-30,11.250980377197266
2010-08-31,11.184619903564451
2010-09-01,11.440860748291016
2010-09-02,11.511693954467772
2010-09-03,11.688651084899902
2010-09-07,11.542015075683594
2010-09-08,11.69561004638672
2010-09-09,11.834789276123049
2010-09-10,11.833795547485352
2010-09-13,11.986148834228516
2010-09-14,11.940418243408203
2010-09-15,11.945637702941896
2010-09-16,11.95607566833496
2010-09-17,12.181995391845703
2010-09-20,12.632591247558594
2010-09-21,12.761332511901855
2010-09-22,12.824461936950684
2010-09-23,12.761829376220703
2010-09-24,13.105057716369627
2010-09-27,13.182602882385254
2010-09-28,13.10207462310791
