Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2739,6.404125907914565,4.852533951167775,0.9910920585352561,2.743666388512837,51.24178232286341
Validation,503,94.57397353253913,88.5966384007964,-10.470626560503161,22.224572620759727,48.40637450199203
Test,706,199.92967087540612,185.22136389972806,-4.5923559486884455,34.776115139089256,50.212765957446805
