Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.010692210944116884,0.007574834395200014,0.01171267032623291,207.28877,55.345659163987136
Validation,445,0.018413915525688617,0.013797448016703129,0.002018451690673828,26304.67,48.764044943820224
Test,705,0.01469623941897534,0.010522549971938133,0.0011124610900878906,124.46887,54.751773049645394
