Date,ActualPrice,PredictedPrice,Dataset
2022-06-24,245.7066650390625,218.43597,Validation
2022-06-27,244.9199981689453,217.72945,Validation
2022-06-28,232.663330078125,216.8737,Validation
2022-06-29,228.4900054931641,216.00432,Validation
2022-06-30,224.47332763671875,214.96101,Validation
2022-07-01,227.26333618164065,214.1113,Validation
2022-07-05,233.0666656494141,213.52968,Validation
2022-07-06,231.73333740234375,213.33574,Validation
2022-07-07,244.5433349609375,212.98172,Validation
2022-07-08,250.76333618164065,212.65135,Validation
2022-07-11,234.3433380126953,212.15492,Validation
2022-07-12,233.07000732421875,210.9571,Validation
2022-07-13,237.0399932861328,202.02032,Validation
2022-07-14,238.31333923339844,178.91017,Validation
2022-07-15,240.0666656494141,147.795,Validation
2022-07-18,240.54666137695312,135.35004,Validation
2022-07-19,245.52999877929688,131.58762,Validation
2022-07-20,247.5,131.88666,Validation
2022-07-21,271.7066650390625,133.05377,Validation
2022-07-22,272.24334716796875,138.63353,Validation
2022-07-25,268.4333190917969,149.32565,Validation
2022-07-26,258.8599853515625,172.39827,Validation
2022-07-27,274.82000732421875,182.57228,Validation
2022-07-28,280.8999938964844,184.46095,Validation
2022-07-29,297.1499938964844,179.71973,Validation
2022-08-01,297.27667236328125,170.53258,Validation
2022-08-02,300.586669921875,163.7567,Validation
2022-08-03,307.39666748046875,164.71654,Validation
2022-08-04,308.6333312988281,165.42664,Validation
2022-08-05,288.1700134277344,175.38702,Validation
2022-08-08,290.42333984375,182.09901,Validation
2022-08-09,283.3333435058594,186.13014,Validation
2022-08-10,294.3566589355469,194.19672,Validation
2022-08-11,286.6300048828125,202.97952,Validation
2022-08-12,300.0299987792969,212.08078,Validation
2022-08-15,309.32000732421875,216.88,Validation
2022-08-16,306.5633239746094,219.13087,Validation
2022-08-17,303.9966735839844,221.18764,Validation
2022-08-18,302.8699951171875,222.7854,Validation
2022-08-19,296.6666564941406,223.75818,Validation
2022-08-22,289.913330078125,224.46968,Validation
2022-08-23,296.4533386230469,225.07533,Validation
2022-08-24,297.0966796875,225.4939,Validation
2022-08-25,296.07000732421875,226.43762,Validation
2022-08-26,288.0899963378906,227.01106,Validation
2022-08-29,284.82000732421875,227.03831,Validation
2022-08-30,277.70001220703125,226.74591,Validation
2022-08-31,275.6099853515625,225.55757,Validation
2022-09-01,277.1600036621094,221.72371,Validation
2022-09-02,270.2099914550781,218.0828,Validation
2022-09-06,274.4200134277344,214.88774,Validation
2022-09-07,283.70001220703125,211.60081,Validation
2022-09-08,289.260009765625,208.08536,Validation
2022-09-09,299.67999267578125,203.90521,Validation
2022-09-12,304.4200134277344,199.26344,Validation
2022-09-13,292.1300048828125,194.48373,Validation
2022-09-14,302.6099853515625,190.7388,Validation
2022-09-15,303.75,189.08833,Validation
2022-09-16,303.3500061035156,189.65985,Validation
2022-09-19,309.07000732421875,192.98045,Validation
2022-09-20,308.7300109863281,197.96164,Validation
2022-09-21,300.79998779296875,203.20404,Validation
2022-09-22,288.5899963378906,208.02621,Validation
2022-09-23,275.3299865722656,211.7898,Validation
2022-09-26,276.010009765625,214.81602,Validation
2022-09-27,282.94000244140625,217.43414,Validation
2022-09-28,287.80999755859375,218.056,Validation
