Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.023466164722889406,0.014939730986952782,0.02329397201538086,150.55711,54.42122186495176
Validation,445,0.03425956316534123,0.02165030501782894,-0.0013273954391479492,113.17511,53.48314606741573
Test,705,0.021463502558033885,0.014802776277065277,-0.002215743064880371,3007.359,51.06382978723404
