Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2739,0.7708251695781214,0.5870359245988304,0.9938095303981231,1.720500662241355,55.4054054054054
Validation,503,24.099034803183716,22.638245887832188,-6.1144427198860845,29.47488575889043,51.19521912350598
Test,706,103.92140006694181,89.22125385705877,-2.8602593083451824,57.71416907627086,50.070921985815595
