Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2739,3.391939246075688,2.5391840953903504,0.9968970447410833,2.754888824228556,54.27319211102994
Validation,503,79.64554134829018,72.55461408793333,-3.8995623051871604,22.691266070411622,52.98804780876494
Test,706,174.72513909345432,159.90677398595187,-3.011842381236802,34.92816448065522,49.07801418439716
