Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2739,2.47420541189111,1.9277962242090254,0.9897121902238393,8.658990903260099,52.337472607742875
Validation,503,36.37347992519435,31.930009254167377,-4.580602258821424,21.20637117569841,50.79681274900398
Test,706,90.97830696473254,86.35028923402089,-8.092360401613256,42.40669312146479,50.78014184397163
