Date,SPY
2011-11-15,98.1428680419922
2011-11-16,96.5860366821289
2011-11-17,95.05255889892578
2011-11-18,94.9513702392578
2011-11-21,93.14545440673828
2011-11-22,92.7795867919922
2011-11-23,90.73234558105467
2011-11-25,90.56110382080078
2011-11-28,93.18438720703124
2011-11-29,93.4490203857422
2011-11-30,97.29437255859376
2011-12-01,97.2788543701172
2011-12-02,97.19319152832033
2011-12-05,98.25188446044922
2011-12-06,98.28299713134766
2011-12-07,98.6488800048828
2011-12-08,96.48487091064452
2011-12-09,98.11956024169922
2011-12-12,96.687255859375
2011-12-13,95.78428649902344
2011-12-14,94.76454162597656
2011-12-15,95.10707092285156
2011-12-16,95.24805450439452
2011-12-19,94.2296905517578
2011-12-20,97.08109283447266
2011-12-21,97.26910400390624
2011-12-22,98.13079833984376
2011-12-23,99.00814056396484
2011-12-27,99.08650207519533
2011-12-28,97.78611755371094
2011-12-29,98.79664611816406
2011-12-30,98.31097412109376
2012-01-03,99.8776626586914
2012-01-04,100.03435516357422
2012-01-05,100.30068969726562
2012-01-06,100.04219818115234
2012-01-09,100.28499603271484
2012-01-10,101.15454864501952
2012-01-11,101.20941925048828
2012-01-12,101.45220947265624
2012-01-13,100.92739868164062
2012-01-17,101.31903839111328
2012-01-18,102.43926239013672
2012-01-19,102.9797592163086
2012-01-20,103.3636245727539
2012-01-23,103.0972900390625
2012-01-24,102.9797592163086
2012-01-25,103.84146881103516
2012-01-26,103.30878448486328
2012-01-27,103.26177978515624
2012-01-30,102.90923309326172
2012-01-31,102.87010192871094
2012-02-01,103.7709503173828
2012-02-02,103.93544006347656
2012-02-03,105.39249420166016
2012-02-06,105.32196807861328
2012-02-07,105.58832550048828
2012-02-08,105.90164947509766
2012-02-09,106.03483581542967
2012-02-10,105.2514877319336
2012-02-13,106.03483581542967
2012-02-14,105.90164947509766
2012-02-15,105.40816497802734
2012-02-16,106.57537078857422
2012-02-17,106.85735321044922
2012-02-21,106.9043426513672
2012-02-22,106.55970764160156
2012-02-23,107.02970123291016
2012-02-24,107.26470184326172
2012-02-27,107.44488525390624
2012-02-28,107.75824737548828
2012-02-29,107.33521270751952
2012-03-01,107.89139556884766
2012-03-02,107.56239318847656
2012-03-05,107.12372589111328
2012-03-06,105.55699920654295
2012-03-07,106.29332733154295
2012-03-08,107.35091400146484
2012-03-09,107.7660675048828
2012-03-12,107.77393341064452
2012-03-13,109.71663665771484
2012-03-14,109.59912872314452
2012-03-15,110.23363494873048
2012-03-16,110.38626861572266
2012-03-19,110.81903839111328
2012-03-20,110.49639892578124
2012-03-21,110.31546783447266
2012-03-22,109.52080535888672
2012-03-23,109.87486267089844
2012-03-26,111.41696166992188
2012-03-27,111.0707778930664
2012-03-28,110.52000427246094
2012-03-29,110.33120727539062
2012-03-30,110.78751373291016
2012-04-02,111.59790802001952
2012-04-03,111.14156341552734
2012-04-04,110.04007720947266
2012-04-05,109.9850082397461
2012-04-09,108.74974822998048
2012-04-10,106.92440032958984
2012-04-11,107.78987884521484
2012-04-12,109.1981964111328
2012-04-13,107.90001678466795
2012-04-16,107.82920837402344
2012-04-17,109.42640686035156
2012-04-18,109.05662536621094
2012-04-19,108.35635375976562
2012-04-20,108.537353515625
2012-04-23,107.6246566772461
2012-04-24,108.03376770019533
2012-04-25,109.51295471191406
2012-04-26,110.27615356445312
2012-04-27,110.4570541381836
2012-04-30,110.0479507446289
2012-05-01,110.73245239257812
2012-05-02,110.40202331542967
2012-05-03,109.56013488769533
2012-05-04,107.78987884521484
2012-05-07,107.86856079101562
2012-05-08,107.43580627441406
2012-05-09,106.7985610961914
2012-05-10,107.01880645751952
2012-05-11,106.69622802734376
2012-05-14,105.51604461669922
2012-05-15,104.91023254394533
2012-05-16,104.50895690917967
2012-05-17,102.95899963378906
2012-05-18,102.07781219482422
2012-05-21,103.83235168457033
2012-05-22,104.01329040527344
2012-05-23,104.06838989257812
2012-05-24,104.2729034423828
2012-05-25,103.93463134765624
2012-05-29,105.19348907470705
2012-05-30,103.66709899902344
2012-05-31,103.43892669677734
2012-06-01,100.83468627929688
2012-06-04,100.78746032714844
2012-06-05,101.55064392089844
2012-06-06,103.83235168457033
2012-06-07,103.89527130126952
2012-06-08,104.721435546875
2012-06-11,103.39173126220705
2012-06-12,104.57979583740234
2012-06-13,103.91102600097656
2012-06-14,105.0124969482422
2012-06-15,106.08650970458984
2012-06-18,106.2921371459961
2012-06-19,107.32025146484376
2012-06-20,107.14620971679688
2012-06-21,104.74203491210938
2012-06-22,105.54873657226562
2012-06-25,103.85627746582033
2012-06-26,104.37824249267578
2012-06-27,105.31938934326172
2012-06-28,105.01881408691406
2012-06-29,107.63662719726562
2012-07-02,107.96082305908205
2012-07-03,108.67267608642578
2012-07-05,108.18230438232422
2012-07-06,107.1541748046875
2012-07-09,107.01971435546876
2012-07-10,106.08650970458984
2012-07-11,106.102294921875
2012-07-12,105.58826446533205
2012-07-13,107.3597640991211
2012-07-16,107.1067123413086
2012-07-17,107.8422393798828
