Date,AAPL
2023-05-26,173.49404907226562
2023-05-30,175.34341430664062
2023-05-31,175.2939910888672
2023-06-01,178.10263061523438
2023-06-02,178.95314025878906
2023-06-05,177.5982666015625
2023-06-06,177.2323455810547
2023-06-07,175.8577117919922
2023-06-08,178.5773468017578
2023-06-09,178.96302795410156
2023-06-12,181.7617950439453
2023-06-13,181.287109375
2023-06-14,181.9200439453125
2023-06-15,183.95730590820312
2023-06-16,182.8793487548828
2023-06-20,182.96832275390625
2023-06-21,181.9299163818359
2023-06-22,184.9363555908203
2023-06-23,184.61990356445312
2023-06-26,183.2254943847656
2023-06-27,185.98468017578125
2023-06-28,187.1615447998047
2023-06-29,187.49777221679688
2023-06-30,191.8294677734375
2023-07-03,190.33615112304688
2023-07-05,189.21861267089844
2023-07-06,189.6932830810547
2023-07-07,188.5757598876953
2023-07-10,186.5286102294922
2023-07-11,186.00445556640625
2023-07-12,187.67579650878903
2023-07-13,188.4373016357422
2023-07-14,188.5856475830078
2023-07-17,191.8492431640625
2023-07-18,191.59210205078125
2023-07-19,192.9470062255859
2023-07-20,190.9987335205078
2023-07-21,189.8218688964844
2023-07-24,190.6229248046875
2023-07-25,191.4833221435547
2023-07-26,192.35362243652344
2023-07-27,191.0877227783203
2023-07-28,193.66893005371097
2023-07-31,194.28208923339844
2023-08-01,193.4513397216797
2023-08-02,190.4547882080078
2023-08-03,189.0603485107422
2023-08-04,179.98167419433594
2023-08-07,176.8763427734375
2023-08-08,177.8158416748047
2023-08-09,176.22360229492188
2023-08-10,176.0060272216797
2023-08-11,176.06544494628906
2023-08-14,177.71923828125
2023-08-15,175.72874450683594
2023-08-16,174.85728454589844
2023-08-17,172.3122100830078
2023-08-18,172.79747009277344
2023-08-21,174.1343536376953
2023-08-22,175.51087951660156
2023-08-23,179.3631591796875
2023-08-24,174.66912841796875
2023-08-25,176.87750244140625
2023-08-28,178.4421844482422
2023-08-29,182.33404541015625
2023-08-30,185.82980346679688
2023-08-31,186.04769897460935
2023-09-01,187.6222381591797
2023-09-05,187.85992431640625
2023-09-06,181.1357879638672
2023-09-07,175.83766174316406
2023-09-08,176.45164489746094
2023-09-11,177.62020874023438
2023-09-12,174.5899200439453
2023-09-13,172.52017211914062
2023-09-14,174.03533935546875
2023-09-15,173.3124237060547
2023-09-18,176.24368286132812
2023-09-19,177.33303833007812
2023-09-20,173.78775024414062
2023-09-21,172.2428741455078
2023-09-22,173.09454345703125
2023-09-25,174.37203979492188
2023-09-26,170.29200744628906
2023-09-27,168.77684020996094
2023-09-28,169.03433227539062
2023-09-29,169.5492706298828
2023-10-02,172.0646514892578
2023-10-03,170.72772216796875
2023-10-04,171.9755096435547
2023-10-05,173.21339416503906
2023-10-06,175.76834106445312
2023-10-09,177.25381469726562
2023-10-10,176.65963745117188
2023-10-11,178.05593872070312
2023-10-12,178.95716857910156
2023-10-13,177.11520385742188
2023-10-16,176.98643493652344
2023-10-17,175.431640625
2023-10-18,174.1343536376953
2023-10-19,173.75807189941406
2023-10-20,171.20309448242188
2023-10-23,171.3218994140625
2023-10-24,171.7576446533203
2023-10-25,169.44032287597656
2023-10-26,165.27117919921875
2023-10-27,166.5882568359375
2023-10-30,168.63819885253906
2023-10-31,169.11355590820312
2023-11-01,172.28250122070312
2023-11-02,175.8476104736328
2023-11-03,174.9365234375
2023-11-06,177.491455078125
2023-11-07,180.0563507080078
2023-11-08,181.1159820556641
2023-11-09,180.64065551757812
2023-11-10,184.83511352539065
2023-11-13,183.24856567382812
2023-11-14,185.8664093017578
2023-11-15,186.4315948486328
2023-11-16,188.11734008789065
2023-11-17,188.0974884033203
2023-11-20,189.84271240234375
2023-11-21,189.03952026367188
2023-11-22,189.70388793945312
2023-11-24,188.3751678466797
2023-11-27,188.19667053222656
2023-11-28,188.8015289306641
2023-11-29,187.7801971435547
2023-11-30,188.35531616210935
2023-12-01,189.63449096679688
2023-12-04,187.83969116210935
2023-12-05,191.7961883544922
2023-12-06,190.70542907714844
2023-12-07,192.63905334472656
2023-12-08,194.0669708251953
2023-12-11,191.5581970214844
2023-12-12,193.0753631591797
