Date,ret_1d,ret_5d,ret_10d,ret_20d,ret_60d,ret_120d,mom_accel,vol_20d,vol_60d,parkinson_vol,vol_ratio,volume_ratio,volume_change,volume_mom,price_volume_div,rsi,ma5_bias,ma20_bias,ma_alignment,macd,macd_signal,macd_hist,bb_position,atr,amihud,hl_spread,roll_spread,52w_position,from_52w_high,overnight_ret,intraday_ret,gap,PE_Ratio,Forward_PE,PB_Ratio,PS_Ratio,ROE,ROA,Debt_to_Equity,Dividend_Yield,Earnings_Growth,Revenue_Growth,Profit_Margin,Operating_Margin,Market_Cap,Beta,52Week_High,52Week_Low
2010-04-30,-0.0326677687560879,-0.0454640313127606,-0.035661529803077,0.0401335476887814,0.1511335192104121,,0.0146142077177915,0.0241316545548759,0.0194951815587999,0.005877178760871,1.2378266128013156,0.7444625007534738,-0.6778163076015009,0.9649407906633796,0.236263489251801,45.23034184051585,-0.0308351455765333,-0.031321314542473,-1,0.1092916216275963,0.1646156676314971,-0.0553240460039008,0.2512274875736743,0.2329284804207938,1.6525087286013673e-11,0.0327498437149697,-0.0,,,-0.0023283702525215,-0.0304102047196086,-0.0023283702525215,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-03,0.0028446066656895,-0.0653932987509985,-0.0346837347340465,0.0456308023527591,0.1858719819300347,,0.0256168098026787,0.0241066894457151,0.0191180553443347,0.0058383969094445,1.2609383648875496,0.6892600687236633,-0.3931725743966174,0.8765765425341943,0.0263258966176639,46.84620587200261,-0.0146770352794432,-0.0306205449989891,-1,0.0841474934249877,0.1485220327901952,-0.0643745393652075,0.2224490870489454,0.2346070493970598,1.654931907437066e-11,0.0242199572986399,-0.0,,,0.000729411294968,0.0021136536478771,0.000729411294968,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-04,-0.0557131294300962,-0.0858329736293802,-0.0996532778817795,-0.042269103315376,0.105971500744888,,-0.0841567437516371,0.026404681248937,0.0205216181229535,0.0067886055090256,1.2866763766256433,1.500969519813691,0.4663502720222248,0.9475499555969996,-2.0376591688296655,34.248953754373616,-0.0530270047037498,-0.0827749307486806,-1,0.0329360337511817,0.1254048329823925,-0.0924687992312108,-0.1433645676685845,0.2482141767229352,1.6807071145791963e-11,0.0572286868882156,-0.0,,,-0.0136009401762698,-0.0426928521823122,-0.0136009401762698,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-05,0.0084726651800228,-0.0604233930588252,-0.1058525762623598,-0.0292133194787636,0.1206882519940184,,-0.0761781151117317,0.0264903854702609,0.0205200179552409,0.0064690532243104,1.2909533280157304,1.097815766687018,0.0241248253982004,0.9334051428956124,-0.3884111572994613,33.612158328821764,-0.0331275198957747,-0.0737144143029443,-1,-0.0031747554236885,0.0996889153011763,-0.1028636707248648,-0.0287150151639159,0.251678466796875,1.683178116757157e-11,0.0310089455857182,-0.0,,,-0.0140953257103048,0.0228906419442498,-0.0140953257103048,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-06,-0.0169556339330029,-0.0918648144315218,-0.1424478352723779,-0.0869040474125528,0.0904854527706608,,-0.1669745481409068,0.0243294484368918,0.0206371430762714,0.0102964506839377,1.1789155285193442,1.2000647792353103,0.6136644388837857,1.0384229200712571,0.1857115760346418,34.704550651478684,-0.0308857435096621,-0.0854572506900386,-1,-0.0402852104390127,0.0716940901531385,-0.1119793005921513,-0.0292232370158563,0.2731427465166364,1.621599096502995e-11,0.091135059870829,-0.0,,,-0.0071030633973063,-0.0099230546217697,-0.0071030633973063,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-07,-0.0289798878530599,-0.0884026177838208,-0.1298475097135278,-0.1076681041688015,0.0649284321711334,,-0.1561783432099354,0.0249504568607491,0.0209936447739921,0.0104574444681027,1.1884766618352471,1.357537957251144,0.9510264169461028,1.1358061505542782,0.241563595307763,31.619974401271634,-0.041476201939168,-0.107177291521413,-1,-0.0837787611993468,0.0405995198826414,-0.1243782810819882,-0.0608531648159421,0.283428464617048,1.680882290104557e-11,0.0593694685192478,-0.0,,,-0.005749386754308,-0.0233648345691402,-0.005749386754308,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-10,0.050488042711301,-0.0450941816709048,-0.1075386231279661,-0.0701841489736553,0.0932633776271607,,-0.1413417664779123,0.0277932158885736,0.021757492387403,0.0104646323139597,1.2774089676191318,0.7686825746760874,0.2036395147313692,1.153088237951535,0.1620599087930924,37.58892219587491,0.0165855946028774,-0.0587687289448555,-1,-0.0917320874174416,0.0141331984226248,-0.1058652858400664,0.2053151406342286,0.3001784597124372,1.9104584395028267e-11,0.0224693489837909,-0.0,,,0.0380060347484487,0.0120249859297563,0.0380060347484487,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-11,-0.0063218969409927,0.0048524783412426,-0.0813969979336384,-0.0692066410734116,0.0902557211694026,,-0.1380695926259852,0.0277860870727191,0.0217716836065721,0.0102269265206861,1.2762488916719104,0.6778047295274173,-0.5228769004878511,0.996390110315268,0.218973415308635,34.222487037493465,0.0091742740256264,-0.0614557636296365,-1,-0.1002284946077063,-0.0087391401834413,-0.0914893544242649,0.2049250294221686,0.2970713206699916,1.8956401632385144e-11,0.0353364637088385,-0.0,,,-0.010206400143418,0.0039245588201297,-0.010206400143418,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-12,0.0261383235711953,0.0224547210482681,-0.0393254624464828,-0.0721513954625118,0.139028315192722,,-0.1669234235918159,0.0275938286231396,0.021844392455185,0.0102351519207323,1.2631996371494378,0.669643363448099,-0.3757202820862541,0.927062233906217,0.3213341804454643,33.89595559620727,0.0308635423956564,-0.0333039603636145,-1,-0.0921418570055712,-0.0254196835478673,-0.0667221734577038,0.340135082800526,0.2943570273263113,1.932039550614969e-11,0.0332411811484655,-0.0,,,0.007281946226685,0.0187200588823686,0.007281946226685,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
2010-05-13,-0.0179278232325093,0.0214435565745731,-0.0723911662024235,-0.0984089622627627,0.1303413983632484,,-0.2086571710011179,0.0275686459319942,0.0219407886460789,0.0100461206474542,1.2565020508923692,0.6809883399003315,-0.4169987241142409,0.8396853802228843,-0.0131595929231482,36.86825785370186,0.0080973175743382,-0.045690268586197,-1,-0.094328763065528,-0.0392014994513995,-0.0551272636141285,0.2801430755954312,0.2883570194244385,2.000076487289187e-11,0.045561722283401,-0.0,,,0.0004481635233359,-0.0183677549980496,0.0004481635233359,33.66517,36.456913,7.1607423,3.568723,0.2477,0.07699,47.808,,0.333,0.133,0.105399996,0.11432,2391180050432.0,1.281,242.52,161.38
