Date,PredictedPrice
2010-04-30,13.065540313720703
2010-05-03,13.070134144444253
2010-05-04,13.075405867357382
2010-05-05,13.098763175151495
2010-05-06,13.04521920212695
2010-05-07,13.007689239870789
2010-05-10,12.942438898904165
2010-05-11,12.874028279976077
2010-05-12,12.873792610980862
2010-05-13,12.853266457919009
2010-05-14,12.830260284372878
2010-05-17,12.832465530052161
2010-05-18,12.84632047781953
2010-05-19,12.871247542052947
2010-05-20,12.863256932345719
2010-05-21,12.842901345338317
2010-05-24,12.748220235968786
2010-05-25,12.660694497994125
2010-05-26,12.604604242694434
2010-05-27,12.554825756281115
2010-05-28,12.506911666089136
2010-06-01,12.456334894700486
2010-06-02,12.41318994290634
2010-06-03,12.377473731209523
2010-06-04,12.356382254443371
2010-06-07,12.368974944789663
2010-06-08,12.368324707482428
2010-06-09,12.335874897053792
2010-06-10,12.30190559923185
2010-06-11,12.246317263027935
2010-06-14,12.215521334417776
2010-06-15,12.183132173246412
2010-06-16,12.151010205761173
2010-06-17,12.162808756408475
2010-06-18,12.183991218246844
2010-06-21,12.205570768869705
2010-06-22,12.229735711560453
2010-06-23,12.218753201556774
2010-06-24,12.201205170942933
2010-06-25,12.17365568137815
2010-06-28,12.131281657402676
2010-06-29,12.08925948378554
2010-06-30,12.047271975821971
2010-07-01,11.951187984850081
2010-07-02,11.833155622343687
2010-07-06,11.717968951222689
2010-07-07,11.620145351892164
2010-07-08,11.542445360738752
2010-07-09,11.513323651404765
2010-07-12,11.498139220888415
2010-07-13,11.507077518148261
2010-07-14,11.556617272590564
2010-07-15,11.598930657151973
2010-07-16,11.613892927271472
2010-07-19,11.621659771184632
2010-07-20,11.594454113983893
2010-07-21,11.537881012060412
2010-07-22,11.50591273300069
2010-07-23,11.496867541761306
2010-07-26,11.507747290482166
2010-07-27,11.54504591295752
2010-07-28,11.531988804534882
2010-07-29,11.49896163348704
2010-07-30,11.444322836384167
2010-08-02,11.376040471203297
2010-08-03,11.310991612532158
2010-08-04,11.254363531386597
2010-08-05,11.202628484177087
2010-08-06,11.191048625368138
2010-08-09,11.186033973212378
2010-08-10,11.166998316418443
2010-08-11,11.164929292911221
2010-08-12,11.159638823736781
2010-08-13,11.116834589507485
2010-08-16,11.089266184876934
2010-08-17,11.042432069179053
2010-08-18,11.002589095471604
2010-08-19,10.976225996517181
2010-08-20,10.937080307933648
2010-08-23,10.883258288407724
2010-08-24,10.840334261776448
2010-08-25,10.841854121852734
2010-08-26,10.84366350298101
2010-08-27,10.85257276475496
2010-08-30,10.858960152588267
2010-08-31,10.881447582272951
2010-09-01,10.894461098404902
2010-09-02,10.912437861466003
2010-09-03,10.949584377577136
2010-09-07,10.988067319181363
2010-09-08,11.028819830344066
2010-09-09,11.06664197860406
2010-09-10,11.104114080720661
2010-09-13,11.142689818702857
2010-09-14,11.172532284401099
2010-09-15,11.203178670880138
2010-09-16,11.221012010001687
2010-09-17,11.23478892570279
2010-09-20,11.244744660140913
2010-09-21,11.281391485377961
2010-09-22,11.33150555384118
2010-09-23,11.39376500201961
2010-09-24,11.455171127311035
