Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.011096821899253108,0.007933144457638264,0.026396512985229492,129.7253,55.345659163987136
Validation,445,0.020288980862495847,0.014909680001437664,-0.011718988418579102,118.851006,44.9438202247191
Test,705,0.01919629879412851,0.013840995728969574,-0.019985675811767578,17193.71,50.35460992907801
