Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.018421449183237494,0.012887513265013695,-0.035118699073791504,210.72379,48.11093247588424
Validation,445,0.03532256747204617,0.027262620627880096,-0.018553614616394043,18387.256,45.84269662921348
Test,705,0.032610067144294895,0.023328039795160294,-0.03574061393737793,21506.906,44.9645390070922
