Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,1889,0.014680336453002471,0.010104825720191002,0.09528273344039917,212.24294,57.06723133933298
Validation,445,0.032110110396876404,0.02088616043329239,0.010065734386444092,156.89084,52.80898876404494
Test,705,0.024664378809192013,0.016183597967028618,-0.04923117160797119,84308.93,49.645390070921984
