Date,ActualPrice,PredictedPrice,Dataset
2011-02-14,20.86768811384809,20.85138752167859,Train
2011-02-15,21.14399223269902,20.774002137788557,Train
2011-02-16,20.868247207081822,20.80051292936696,Train
2011-02-17,20.747544562807434,20.936090588939578,Train
2011-02-18,21.033967967951867,20.8632172069872,Train
2011-02-22,20.73861324806785,20.47805871535502,Train
2011-02-23,20.34370422982761,20.468120341308804,Train
2011-02-24,20.604419793082343,20.580737950756884,Train
2011-02-25,20.626100255512256,20.440555581425087,Train
2011-02-28,20.466108260077363,20.474946623819505,Train
2011-03-01,19.96353967261689,20.088765867453162,Train
2011-03-02,19.91426300709736,20.072390304273767,Train
2011-03-03,20.163538787285233,20.163898986238564,Train
2011-03-04,19.91651318435106,19.97429909004495,Train
2011-03-07,19.824198840697136,19.82859997921082,Train
2011-03-08,19.879814521957996,19.967832113095028,Train
2011-03-09,19.89321506105125,19.943013009734386,Train
2011-03-10,19.369370987766843,19.556949164211346,Train
2011-03-11,19.94007693502908,19.80243458111772,Train
2011-03-14,19.884180736348977,19.79531169772144,Train
2011-03-15,19.65450533519288,19.55133859590478,Train
2011-03-16,19.063086610094615,19.09518220965083,Train
2011-03-17,19.021896891807614,19.075640915213853,Train
2011-03-18,19.1101166782139,19.10958024756951,Train
2011-03-21,19.472268019047533,19.500349933734014,Train
2011-03-22,19.21000922547637,19.476432107671144,Train
2011-03-23,19.562240815695304,19.665844970126273,Train
2011-03-24,19.582746223741765,19.900605786281176,Train
2011-03-25,19.732485767063736,19.70452144269143,Train
2011-03-28,19.64899039822626,19.522287852861837,Train
2011-03-29,19.534298707197877,19.631991402216727,Train
2011-03-30,19.570861766316057,19.735981420043345,Train
2011-03-31,19.627487857396773,19.508365447436063,Train
2011-04-01,19.816494582220912,19.6322273084661,Train
2011-04-04,19.585766416983006,19.68685980946475,Train
2011-04-05,19.956131228080267,19.846656485678977,Train
2011-04-06,20.116873155096073,20.159587904023283,Train
2011-04-07,20.336736852004833,20.20055763438222,Train
2011-04-08,20.053660442863475,20.09178586768394,Train
2011-04-11,19.826172294785806,19.999400635958636,Train
2011-04-12,19.804677605436837,19.752432396848917,Train
2011-04-13,19.950550613807536,19.750556662665986,Train
2011-04-14,19.786201151171554,19.61480207423142,Train
2011-04-15,19.694109999472857,19.530614498778505,Train
2011-04-18,19.93800802018177,19.291542683126863,Train
2011-04-19,19.403035863232617,19.383382669832372,Train
2011-04-20,20.180625233174396,19.793402636519204,Train
2011-04-21,19.640190640031506,19.680281120337895,Train
2011-04-25,19.594526741565232,19.705051705814185,Train
2011-04-26,20.001832243259745,20.158294525796013,Train
2011-04-27,20.3157102785276,20.31864551647504,Train
2011-04-28,20.751388669957578,20.582557580778484,Train
2011-04-29,20.069817967173545,19.970068613555664,Train
2011-05-02,19.588433274283034,19.769632706105767,Train
2011-05-03,20.029960483243485,19.868760335666593,Train
2011-05-04,20.04375351971771,20.07313439363179,Train
2011-05-05,19.500464975465093,19.891369851933405,Train
2011-05-06,19.764447955094283,19.929312733811912,Train
2011-05-09,19.773438090765808,19.884710058389146,Train
2011-05-10,19.662885653659487,19.75719091432893,Train
2011-05-11,19.553007253623946,19.531290969280235,Train
2011-05-12,19.463428729613383,19.502363772076023,Train
2011-05-13,19.181724319450613,19.290437851680057,Train
2011-05-16,18.799071044194193,18.914546684738752,Train
2011-05-17,18.757845129537827,19.009554510001635,Train
2011-05-18,18.773017484085358,19.161530823259454,Train
2011-05-19,19.212535504664174,19.16303661093366,Train
2011-05-20,19.11142942963852,18.939162663767092,Train
2011-05-23,18.62539391818109,18.738359514625245,Train
2011-05-24,18.866656002536732,18.721688102933516,Train
2011-05-25,18.772221546121273,18.772301884944227,Train
2011-05-26,19.32334955885949,19.12594569731141,Train
2011-05-27,19.371231295058802,19.175060271472827,Train
2011-05-31,19.267898523529993,19.437553060103482,Train
2011-06-01,18.935216883852263,18.950064760629175,Train
2011-06-02,18.992327777559694,18.757791535330398,Train
2011-06-03,18.217039962624316,18.531472827387464,Train
2011-06-06,18.51432308798996,18.643655261421596,Train
2011-06-07,18.38271172240582,18.708036756495407,Train
2011-06-08,18.748433088571346,18.565669402007643,Train
2011-06-09,18.43842891389079,18.576642891171105,Train
2011-06-10,18.068351373270616,18.36164356498375,Train
2011-06-13,18.81817405427182,18.64186147127134,Train
2011-06-14,18.782037031628533,18.766559328849326,Train
2011-06-15,18.599224953201883,18.415695099228515,Train
2011-06-16,18.340062290046376,18.613157924821508,Train
2011-06-17,18.8686549555905,18.80815483243805,Train
2011-06-20,19.03148043749752,18.99189351557652,Train
2011-06-21,18.76985121790994,19.1952984530144,Train
2011-06-22,19.061664443019023,19.117641837565312,Train
2011-06-23,19.357832480795878,19.087976094413534,Train
2011-06-24,18.880715827468066,18.852157753546635,Train
2011-06-27,19.48048734026679,19.50751908305756,Train
2011-06-28,19.690201376188043,20.001626824738423,Train
2011-06-29,19.819971105691366,19.827222503717167,Train
2011-06-30,20.129122695532715,20.10232416520853,Train
2011-07-01,20.28732162320307,20.172898871759116,Train
2011-07-05,19.889696837408337,20.13817268919047,Train
2011-07-06,20.345011341745703,20.428262461680788,Train
2011-07-07,20.564307878501495,20.753125028945078,Train
2011-07-08,20.789019193045988,20.849170537644568,Train
2011-07-11,21.124304134209524,20.70750195215078,Train
2011-07-12,20.355312331159666,20.577774480040716,Train
2011-07-13,21.14466554862156,20.679475526521855,Train
2011-07-14,20.795199054659406,20.46999274632185,Train
2011-07-15,21.04091420074724,20.768988112005218,Train
