Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.010725319688783807,0.007635750342160463,0.005582571029663086,284.12183,54.38102893890675
Validation,445,0.018423928650925812,0.01381773967295885,0.0009327530860900879,5769.4116,48.98876404494382
Test,705,0.01470691363840456,0.01056783925741911,-0.00033915042877197266,153.8087,53.333333333333336
