Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.011190325839217197,0.007785259746015072,-0.03774678707122803,714.4258,50.12057877813505
Validation,445,0.019515599745700874,0.013845929875969887,-0.008774161338806152,166.95633,50.56179775280899
Test,705,0.02725772438516148,0.016075197607278824,-0.01030266284942627,77724.48,53.758865248226954
