Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.01390348150221886,0.009873248636722565,0.028663814067840576,214.21315,55.9887459807074
Validation,445,0.025577172796510082,0.017968952655792236,-0.014863729476928711,148.70914,52.359550561797754
Test,705,0.020071336978951113,0.014777958393096924,-0.006196498870849609,139197.9,51.48936170212765
