Dataset,Samples,RMSE,MAE,R2,MAPE,DirectionAccuracy
Train,2488,0.015090256763153896,0.010606087744235992,0.044189393520355225,143.75156,57.27491961414791
Validation,445,0.021265874245937903,0.0162339024245739,-0.006829977035522461,139.2067,49.8876404494382
Test,705,0.02999174378980543,0.019949547946453094,-0.022250771522521973,13015.894,49.07801418439716
