Date,ret_1d,ret_5d,ret_10d,ret_20d,ret_60d,ret_120d,mom_accel,vol_20d,vol_60d,parkinson_vol,vol_ratio,volume_ratio,volume_change,volume_mom,price_volume_div,rsi,ma5_bias,ma20_bias,ma_alignment,macd,macd_signal,macd_hist,bb_position,atr,amihud,hl_spread,roll_spread,52w_position,from_52w_high,overnight_ret,intraday_ret,gap
2022-09-30,-0.0154635800219953,-0.0292702302310053,-0.0736072586051274,-0.0952847040872363,-0.0780041445704173,-0.195217584350042,-0.0524278288540771,0.015352105927425,0.0136630201716702,0.0039834584379706,1.123624625780544,1.601017827341715,0.2563554940909822,1.2047713520974852,-0.564721370481951,15.434318275492728,-0.0177594565430249,-0.0671555648844175,-1,-10.460785178707624,-8.151932840118432,-2.308852338589192,0.0691680469840125,8.578735334462019,3.6498973489034083e-13,0.0248334041633708,-0.0,0.0011918982616629,-0.2472281510134594,-0.0027289544935144,-0.012769472838764,-0.0027289544935144
2022-10-03,0.0264013362788635,0.0063133881011532,-0.0564663309897492,-0.0615031060764612,-0.0528829273333967,-0.1596059886770329,-0.0101570481066823,0.0167902515959739,0.0141221329016254,0.0038796061331341,1.1889317083286606,0.9397145327818576,-0.0305105140136442,1.205084937498328,-0.2813344710308254,31.43412090579453,0.0068992677149271,-0.0395138601839415,-1,-10.14402792387648,-8.550351856870043,-1.5936760670064365,0.2524053502105814,8.057617501378076,3.9267592629838954e-13,0.0254766556042764,-0.0,0.0814841086800121,-0.2273539682871037,0.0109189480093576,0.0153151628031038,0.0109189480093576
2022-10-04,0.0309866409181212,0.0401508274745148,-0.0159336699938635,-0.028757687353751,-0.0122512736415003,-0.1303427945968804,0.0250692778516499,0.0184287886446576,0.0146338193783847,0.0041292703356415,1.2593286939073658,1.0695816866547945,-0.0433199961955452,1.1786244508540755,-0.3566380901872251,40.233799454156326,0.0298461663812985,-0.008297763698829,-1,-8.910564364579841,-8.622394358412002,-0.2881700061678387,0.4477959693490391,8.49433248233029,4.2731172696990353e-13,0.0302404758019595,-0.0,0.1782092144850444,-0.203412263145605,0.015793363349692,0.0149570553585107,0.015793363349692
2022-10-05,-0.0023282503149245,0.0177044541511399,-0.0007949989635943,-0.0481194537539645,-0.0057531057573565,-0.142192439028307,-0.0151304819546002,0.0178624499332016,0.0145918980506424,0.0041432708228932,1.2241347815896564,0.9012229989585336,-0.2051989942437966,1.121776041443341,0.1742072961914738,42.199942210224634,0.0237885944654608,-0.0081262268143905,-1,-7.910001631052694,-8.47991581294014,0.5699141818874462,0.4476179181062562,8.587516589457083,3.9767097030943787e-13,0.0225675020040083,-0.0,0.1707163578635054,-0.2052669187948013,-0.0121173384418123,0.0099091607817547,-0.0121173384418123
2022-10-06,-0.0103157185496822,0.0286944112561462,-0.002725468952478,-0.0640563140002506,-0.0108146277891852,-0.1403370639771984,-0.0173645687116913,0.0178205809017829,0.0146374149377392,0.0041565810053436,1.2174677685631896,0.8419110947773872,-0.2710772600469402,1.058289715950679,0.0770654391020548,41.67344322642508,0.007532307082863,-0.0150494759010492,-1,-7.333746407578417,-8.250681931867796,0.9169355242893786,0.3992263740223891,8.561881183723804,4.045952866690462e-13,0.0161843739211112,-0.0,0.1375952457128858,-0.2134651615826359,-0.0038981971959277,-0.0064426360194198,-0.0038981971959277
2022-10-07,-0.0278940090877982,0.0157064580935875,-0.0140235037819307,-0.1040818639119027,-0.0360660521797112,-0.1646599568887249,-0.0722000177176347,0.0180677468426594,0.0150696105307185,0.0044122349415544,1.1989524749713536,1.0849721649346522,-0.29875311623356,0.9492881114219944,0.1049611210839219,34.22342812694875,-0.0235296280535842,-0.0371687505717672,-1,-7.595652620809005,-8.119676069656037,0.5240234488470321,0.2341374816643508,8.971810440359276,4.1570110332242663e-13,0.034041748153564,-0.0,0.0489586561581916,-0.2354047715133198,-0.0113345455898485,-0.0167493093078985,-0.0113345455898485
2022-10-10,-0.0076354170948811,-0.0179756397294598,-0.0117757388182853,-0.1203765405380795,-0.0613589436729773,-0.1842071169428202,-0.0826101811799249,0.0176702894964226,0.0148741196266768,0.0040447579363495,1.1879889324495394,0.7628153450446189,-0.1527878203806967,0.918543319098617,0.1668609606412161,34.946834448191126,-0.0275355689575589,-0.0382324545075962,-1,-7.926357085482721,-8.081012272821374,0.154655187338653,0.181615201939573,8.916283375204346,4.104773140134396e-13,0.0181655969860477,-0.0,0.0253729716471384,-0.2412427749915716,0.0032248656636486,-0.0108253723868232,0.0032248656636486
2022-10-11,-0.0063329734343688,-0.0535229193502806,-0.0155210813765312,-0.0862134744166079,-0.0595380348868879,-0.1887720824429953,-0.0028297490728937,0.015350014031168,0.0148601585258165,0.0039312596538572,1.032964352600985,0.9421271503085352,-0.1073330064438412,0.9101404162959428,0.1304822558320516,36.991890455897675,-0.0230168624744204,-0.0399953278049333,-1,-8.269677282881844,-8.118745274833469,-0.1509320080483753,0.1630460360765167,8.600269168822617,3.733839426160637e-13,0.0204618089227962,-0.0,0.0170909251657058,-0.2460479643406854,-0.004944161652501,-0.0013957124096415,-0.004944161652501
2022-10-12,-0.0032984011727648,-0.0544432877500157,-0.0377027222906832,-0.0926896342345111,-0.0873003831373963,-0.1791734935345638,-0.0110046356467167,0.015231912867184,0.0144026595235181,0.0040703384148776,1.0575764040184228,0.7875414046683165,-0.1257458919874593,0.8912243967442435,0.2674392333744569,37.992937085404016,-0.015196304682748,-0.0384623250794258,-1,-8.534754168223174,-8.20194705351141,-0.3328071147117644,0.160984696864964,8.50841463429424,3.7369391775279347e-13,0.0098721661301097,-0.0,0.0071565452880277,-0.2485348006193125,0.001202118801145,-0.0044951163100801,0.001202118801145
2022-10-13,0.0263909684649512,-0.0193732609326922,0.0087652460068787,-0.0580504798097049,-0.0691459228897997,-0.1337418340501966,0.0275701789630717,0.0166425913858278,0.0148122466599988,0.0060335746043137,1.1235696898548058,1.4616809104648787,0.7885125738611864,0.9937367522154832,-0.2949222397725166,48.708916780639846,0.0148467618432274,-0.0100759801509052,-1,-7.9247731231039324,-8.146512267429914,0.2217391443259817,0.4039644287398322,9.089032160692575,3.8183487888574014e-13,0.0530098760809715,-0.0,0.141323935147974,-0.2287029062399483,-0.0206137657958979,0.0479940728379215,-0.0206137657958979
2022-10-14,-0.0227885459554108,-0.0142230471599703,0.0012600172394361,-0.0724399877804815,-0.0995284080127402,-0.1583619572093291,0.0227858553367104,0.0172071130737737,0.0149975615946481,0.0060668060978991,1.1473273815334146,1.215779339444605,0.147950403332421,1.0149928465362172,0.196263374184148,45.895825510210855,-0.0054339121195909,-0.0289668967143302,-1,-7.995037885563306,-8.116217391056592,0.121179505493286,0.2130532042037682,9.508559514034102,3.986646365860507e-13,0.0371893245224348,-0.0,0.0753312219185684,-0.2462796455063741,0.0070499246205479,-0.029629584240525,0.0070499246205479
2022-10-17,0.0256967943649153,0.0188878945345289,0.0005727328176685,-0.0559259382929319,-0.0677394825763518,-0.1109881203968714,0.0198638981342649,0.0182660806394781,0.0153705082662887,0.0060171098304035,1.1883849462245848,0.906566879135525,0.2252073832105077,1.0384985047487674,-0.0374378847977687,51.918769524168994,0.0162795173557719,-0.0010675521335132,-1,-7.255420836978033,-7.944058080240881,0.688637243262848,0.4877187455035105,9.588763765714592,4.2364790978291634e-13,0.0291696526726632,-0.0,0.1480500492420349,-0.2269114485483004,0.0178395198693195,0.0077195612296567,0.0178395198693195
2022-10-18,0.0117496893729889,0.0374295244193865,-0.0180967323477123,-0.0337420549803801,-0.0579302435546021,-0.103064232114451,0.0332284469890132,0.018417426730822,0.0154567704401473,0.0058066418415166,1.1915443010646498,0.9363767109554684,0.0506050854861661,1.0375669465031745,0.0440627845765406,50.34563254474136,0.0206478362086912,0.0124562208974728,-1,-6.263302921563707,-7.607907048505446,1.3446041269417393,0.6629826241152071,9.515418562843568,4.204749039345069e-13,0.0213672381349586,-0.0,0.1821546760122609,-0.2178278982109289,0.022654220680744,-0.0106629700315481,0.022654220680744
2022-10-19,-0.007086491924739,0.0334866420241919,-0.0227797686133285,-0.0235566576844844,-0.0534071066200486,-0.1313617395236045,0.0574661347380501,0.0180898362461036,0.0154118494422077,0.0058310279477951,1.173761547174336,0.7786660068660018,0.0357843302793283,1.0566239615633566,0.0716815256249503,53.4949072340399,0.006803088114083,0.0065019612697451,-1,-5.615972001126011,-7.20952003902956,1.593548037903549,0.5908886075424806,9.204891037896576,4.1047905832864394e-13,0.0170963861887295,-0.0,0.1613437554190362,-0.2233707544940134,-0.0057662261919415,-0.0013279228362367,-0.0057662261919415
